报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),27016070,105410650,77089943,52525469,23482734,95976549,67020069,46969480,21406350,88057713,61134173,41373389,19376730,80002875,56604737,37494094,16394607,68104799,47989233,30193394,12668484,57151584,39392642,25349201,10433594,48283664,34179765,21826979,8723074,37041753,24663314,15824164,6236660,26037964,17619538,11132757,4372211,20209680,14123994,9524592,16830581,13320597,10460868,
营业收入(万元),27016070,105410650,77089943,52525469,23482734,95976549,67020069,46969480,21406350,88057713,61134173,41373389,19376730,80002875,56604737,37494094,16394607,68104799,47989233,30193394,12668484,57151584,39392642,25349201,10433594,48283664,34179765,21814053,8723074,37041753,24663314,15824164,6236660,26037964,17619538,11132757,4372211,20209680,14123994,9524592,16830581,13320597,10460868,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12926,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
营业总成本(万元),25713152,99859305,73037613,49610200,22346897,91549064,63558960,44289706,20368690,83473923,57821441,38918497,18430407,75991409,53905239,35522333,15618621,64824450,45830119,28769532,12069660,54533131,37590607,24149011,10014916,45945383,32486582,20719897,8310718,35315809,23513493,15035074,5948109,24781282,16862024,10617809,4192645,19565622,13646162,9099994,15951419,12967602,10200948,
营业成本(万元),24620477,94353912,69719210,47055740,21384145,86278833,60677283,42157736,19157123,77103877,54142034,36298778,17196845,69936400,50156017,32860962,14550372,60021984,42512570,26566019,11146731,50183539,34700467,22291666,9189541,42470384,30153805,19207526,7676060,32564985,21811831,13930924,5501075,22873806,15579676,9771846,3838934,17919802,12466891,8321183,14718497,11941873,9386566,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
营业税金及附加(万元),198925,1406833,861981,650549,208199,1829718,562502,575477,633028,3196164,1831254,1302176,656794,3089183,1992819,1403299,574791,2473940,1722094,1112997,454106,2205695,1485142,935593,398241,1895979,1346609,900729,316680,1512286,962398,616373,218126,1004923,646585,426850,149356,769753,535110,383311,636390,435592,303813,
销售费用(万元),79207,348782,191495,128804,70671,320761,180778,106130,35673,237031,144201,97690,32982,209883,107864,65057,30545,166243,104846,59912,34261,129867,83510,48123,19471,92026,51260,34286,13539,93215,43213,33841,13037,74800,50150,29274,14473,83109,69565,30018,60048,40591,29845,
管理费用(万元),624524,2050877,1405102,999812,519931,1771753,1276702,827479,432893,1718633,1171069,759850,397127,1560577,1118616,749839,363066,1454921,1074417,700355,366386,1340226,966571,622716,307068,1113794,796510,491127,251950,919458,594391,367778,196001,684176,477345,300337,148363,612006,430842,280866,371582,440318,391022,
财务费用(万元),160457,993951,552072,453935,136107,811444,453318,314320,129772,842587,378131,294644,113987,742940,350013,239114,82159,540720,288923,185272,59845,412544,313913,213217,84966,290153,98002,45682,40229,95420,50320,36045,11161,82920,98874,78550,42446,139994,139196,73553,120450,82072,62629,
资产减值损失(万元),29562,704949,307752,321360,27844,536555,408378,308563,-19799,375631,154753,165360,32671,452426,179911,204062,17688,166643,127270,144977,8330,261260,41003,37697,15629,83047,40397,40548,12260,130446,51341,50113,8711,60657,9394,10952,-927,40958,4558,11062,44453,27156,27073,
