报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),223128,140604,58058,272475,185216,124129,51065,236936,161669,222595,110625,206310,152054,124927,
营业收入(万元),223128,140604,58058,272475,185216,124129,51065,236936,161669,222595,110625,206310,152054,124927,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),203803,125798,48838,238737,159133,108025,44106,207768,144562,196967,94872,183191,138675,113042,
营业成本(万元),178842,110313,42705,207934,140211,95211,37890,182481,127701,174063,84286,163007,123963,101839,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1081,710,200,1341,649,386,71,961,531,618,331,627,217,389,
销售费用(万元),8445,5267,2360,9974,6900,4513,2188,8099,5712,6693,2927,5866,4790,2818,
管理费用(万元),15296,9642,4264,18767,11762,8032,3925,15316,10357,14446,7093,12312,8620,7006,
财务费用(万元),-260,-229,-146,297,287,249,151,645,547,628,257,760,1016,1072,
资产减值损失(万元),398,95,-545,425,-676,-367,-119,267,-286,520,-22,619,69,-82,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1267,686,22,22,22,22,22,30,30,30,30,30,26,19,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),20592,15492,9242,33760,26104,16126,6981,29198,17136,25658,15783,23149,13405,11904,
营业外收入(万元),496,384,156,580,473,364,15,900,689,346,170,103,202,125,
营业外支出(万元),36,20,17,40,48,38,-0,223,185,65,51,223,49,21,
非流动资产处置损失(万元),--,--,--,1,1,0,--,15,3,10,1,48,3,3,
利润总额(万元),21051,15856,9380,34300,26530,16452,6997,29875,17641,25939,15902,23028,13559,12008,
所得税费用(万元),3314,2619,1618,5212,6442,3942,1753,4146,2795,3815,2475,3590,1833,1678,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),17737,13236,7762,29088,20088,12509,5244,25728,14845,22124,13427,19438,11725,10330,
归属于母公司所有者的净利润(万元),17737,13236,7762,29088,20088,12509,5244,25728,14845,22124,13427,19438,11725,10330,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,28,25,11,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,1.14,0.86,0.49,2.42,1.67,1.04,0.44,2.14,1.24,1.84,1.12,1.62,--,--,
稀释每股收益,1.14,0.86,0.49,2.42,1.67,1.04,0.44,2.14,1.24,1.84,1.12,1.62,--,--,
