报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,
营业总收入(万元),594335,399581,183349,773739,553437,308176,138630,671261,475482,289002,134220,607956,443587,289476,137931,546248,257696,122400,505401,446799,397500,
营业收入(万元),594335,399581,183349,773739,546969,308176,136150,671261,444201,289002,125695,607956,422626,276563,132653,546248,250777,--,505401,446799,--,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,6468,--,2480,--,31281,--,8525,--,20961,12913,5278,--,6920,--,--,--,--,
营业总成本(万元),515951,349626,161179,681969,484095,265102,121495,574394,396717,236033,113169,498691,355049,224475,108662,436881,200984,--,403510,362953,--,
营业成本(万元),436865,299467,136808,576545,405515,214715,96051,464068,291396,184832,79544,383686,254590,163593,79569,330403,144374,--,288910,262433,--,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,2008,--,1156,--,26094,--,6761,--,16427,10116,4035,--,5897,--,--,--,--,
营业税金及附加(万元),4132,2575,1221,5043,1479,1073,513,2746,1860,1236,583,2423,1784,1147,531,2249,1133,--,16002,16192,--,
销售费用(万元),2535,1710,800,2426,1482,808,250,3310,2965,1783,967,3390,2619,1765,893,2793,1340,--,2374,1878,--,
管理费用(万元),55072,33737,16279,73289,54788,36488,17371,78047,55296,34799,18254,78622,56562,36703,17954,76312,35975,--,72638,66558,--,
财务费用(万元),17377,12160,6071,23791,18920,11742,6206,26099,19660,13255,7059,29575,22879,11256,5680,23826,12381,--,23005,15972,--,
