报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),27353,78649,48884,32324,11100,130910,46237,22260,9587,104455,62196,46369,11133,68821,54788,35420,10825,45453,28726,17798,5219,43396,28253,16961,5948,29978,20713,12930,4194,28585,19874,11400,3161,17067,11051,7397,1681,13210,8850,8534,6132,3665,
营业收入(万元),27353,78649,48884,32324,11100,130910,46237,22260,9587,104455,62196,46369,11133,68821,54788,35420,10825,45453,28726,17798,5219,43396,28253,16961,5948,29978,20713,12930,4194,28585,19874,11400,3161,17067,11051,7397,1681,13210,8850,8534,6132,3665,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业总成本(万元),29769,123598,53834,36463,15372,127255,66540,41466,11775,91934,53847,39556,9778,63047,49708,32626,9558,39389,25426,16186,4876,38320,25662,15979,5699,29437,20105,12805,3765,26376,17749,9948,2867,15403,9362,6330,1720,11050,7388,7202,5004,3425,
营业成本(万元),24159,64154,39248,26445,8991,96073,36131,17420,7085,69180,40969,31031,7222,49355,40763,27159,7311,29949,19109,11961,3498,28891,19690,12175,4349,21682,14805,9125,2904,20366,13952,8037,2272,12034,7686,5172,1156,9300,6230,5962,4431,3091,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
