报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),24669,17009,4937,27801,21750,13031,5007,23968,17586,9417,1396,20480,16306,13514,10942,
营业收入(万元),24669,17009,4937,27801,21750,13031,5007,23968,17586,9417,1396,20480,16306,13514,10942,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),15047,10386,3326,16700,11528,7146,2555,13990,9318,4894,1762,11551,9194,7225,5325,
营业成本(万元),4937,3885,1295,6083,4238,2426,780,6074,3888,1591,285,3597,2465,2021,1373,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),355,262,48,462,323,220,77,348,246,131,12,325,252,228,165,
销售费用(万元),1128,806,334,1235,1137,726,135,1024,683,387,81,800,634,625,438,
管理费用(万元),7303,5113,1799,8543,5291,3446,1392,6498,4136,2658,1310,6125,5347,4282,3171,
财务费用(万元),-317,-250,-178,-206,-135,-11,28,303,211,134,74,300,238,-8,-2,
资产减值损失(万元),1642,571,28,582,673,339,143,-256,153,-7,--,403,258,78,180,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),7,7,7,100,55,13,--,--,4,--,--,--,--,30,25,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1,-0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),9728,6629,1618,11201,10278,5898,2451,9978,8273,4524,-366,8929,7113,6319,5642,
营业外收入(万元),3,3,0,625,296,296,166,457,400,235,235,575,208,472,450,
营业外支出(万元),49,29,27,9,0,0,--,15,14,14,8,29,3,36,3,
非流动资产处置损失(万元),--,--,--,--,--,--,--,1,--,1,--,0,3,1,1,
利润总额(万元),9682,6603,1591,11817,10574,6193,2617,10420,8658,4745,-139,9475,7317,6756,6089,
所得税费用(万元),291,1033,286,1288,1477,835,309,1525,1117,607,--,1257,908,715,712,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),9391,5571,1306,10529,9097,5358,2308,8895,7541,4138,-139,8218,6409,6041,5377,
归属于母公司所有者的净利润(万元),9391,5571,1306,10529,9097,5358,2308,8895,7541,4138,-139,8218,6409,6041,5377,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.35,0.21,0.05,0.47,0.36,0.46,0.23,0.89,0.38,0.41,-0.01,0.82,0.64,0.6,--,
稀释每股收益,0.35,0.21,0.05,0.47,0.36,0.46,0.23,0.89,0.38,0.41,-0.01,0.82,0.64,0.6,--,
