报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),623215,428186,855087,578553,743893,349339,620891,503523,291336,
营业收入(万元),623215,428186,855087,578553,743893,349339,620891,503523,291336,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),585122,393685,786194,534526,662405,310894,557574,451348,257479,
营业成本(万元),218108,149533,307130,200554,258145,127289,216006,180376,103328,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),6183,4256,8796,6160,9046,5042,7385,4589,2592,
销售费用(万元),309217,205182,404527,281710,339376,159158,280645,230558,130658,
管理费用(万元),29501,18649,39166,26415,33402,16009,25753,21937,15419,
财务费用(万元),1266,522,163,-186,-3423,-40,6210,4682,1884,
资产减值损失(万元),20846,15544,26412,19873,25858,3435,21575,9206,3598,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,
投资收益(万元),297,150,-100,10,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),282,150,-110,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),48830,40510,68793,44037,81488,38445,63318,52176,33857,
营业外收入(万元),217,134,8247,5138,6504,313,5230,3175,1343,
营业外支出(万元),288,446,168,138,76,40,110,12,75,
非流动资产处置损失(万元),38,21,104,95,26,8,82,8,13,
利润总额(万元),48759,40198,76872,49037,87917,38719,68438,55339,35125,
所得税费用(万元),12689,10102,19645,12744,22077,9734,17317,14002,9169,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),36070,30097,57227,36293,65840,28984,51121,41337,25956,
归属于母公司所有者的净利润(万元),33973,28175,53196,32510,61525,27635,50345,40730,25991,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,
少数股东损益(万元),2097,1922,4030,3783,4315,1349,776,608,-35,
基本每股收益,0.62,0.57,1.08,0.66,1.23,0.55,1.27,1.14,0.75,
稀释每股收益,0.62,0.57,1.08,0.66,1.23,0.55,1.27,1.14,0.75,
