报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),24415,19115,28178,21984,16975,34733,22820,35986,43043,34327,
营业收入(万元),24415,19115,28178,21984,16975,34733,22820,35986,43043,34327,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),20728,15950,23883,18314,13841,30952,19577,33207,39424,31837,
营业成本(万元),17226,13374,19352,14873,11335,25427,16893,27446,32888,26679,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),367,306,385,195,159,299,227,238,83,42,
销售费用(万元),889,702,1267,932,724,1681,1017,1525,1772,1468,
管理费用(万元),2016,1412,2657,2103,1468,3017,1036,2974,3419,2758,
财务费用(万元),92,72,224,170,113,555,305,916,1234,933,
资产减值损失(万元),138,82,-2,42,42,-27,98,109,28,-42,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,1288,1288,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3688,3165,4295,3670,3134,5069,4531,2779,3619,2490,
营业外收入(万元),810,69,146,94,41,1795,728,300,192,263,
营业外支出(万元),17,16,51,42,39,90,84,5,14,13,
非流动资产处置损失(万元),3,3,23,23,23,35,-461,0,2,-3,
利润总额(万元),4481,3219,4390,3722,3136,6774,5175,3074,3797,2740,
所得税费用(万元),618,441,613,539,440,774,584,380,626,646,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),3863,2778,3777,3183,2697,6000,4591,2694,3171,2094,
归属于母公司所有者的净利润(万元),3863,2778,3777,3183,2697,6000,4591,2694,3171,2094,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.72,0.56,0.76,0.64,0.54,1.2,0.92,0.54,0.63,0.42,
稀释每股收益,0.72,0.56,0.76,0.64,0.54,1.2,0.92,0.54,0.63,0.42,
