报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
营业总收入(万元),487661,1833142,1316766,841198,430940,1728050,1266621,807860,401182,1572531,1131973,737523,367886,1480078,1103982,716813,351365,1580068,1163942,762618,371029,1509189,1115983,701119,346197,1469084,1086707,693412,341106,1348445,987822,630954,302364,1238576,901757,585788,287207,1168865,869180,561990,260133,1050850,744158,472937,237943,363001,
营业收入(万元),487661,1833142,1316766,841198,430940,1728050,1266621,807860,401182,1572531,1131973,737523,367886,1480078,1103982,716813,351365,1580068,1163942,762618,371029,1509189,1115983,701119,346197,1469084,1086707,693412,341106,1348445,987822,630954,302364,1238576,901757,585788,287207,1168865,869180,561990,260133,1050850,744158,472937,237943,363001,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,0,--,--,--,0,--,0,--,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,0,--,--,--,0,--,0,--,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,0,--,--,--,0,--,0,--,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,0,--,--,--,0,--,0,--,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,0,--,--,--,0,--,0,--,--,0,0,
营业总成本(万元),428772,1693800,1199361,774040,393412,1561374,1120001,715063,356354,1424849,1009983,668535,331781,1380885,1006009,663912,336530,1397154,1023165,667434,329209,1326049,963341,611163,306081,1219419,884268,569885,286356,1139755,826532,542241,266056,1064238,776032,512239,252480,1019859,739779,480269,230693,885060,612561,389309,191882,277464,
营业成本(万元),422242,1662515,1178023,760422,386336,1531939,1099562,702173,349857,1375023,977669,644047,325223,1238978,903524,598747,304036,1239524,909547,595613,292310,1177092,852667,544333,272177,1072778,781200,503047,252951,990517,725968,477140,234062,929025,677072,448129,221261,888352,646634,421060,206873,786645,542349,347231,173612,232080,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,0,--,--,--,0,--,0,--,--,0,0,
