报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),61423,278391,191853,117559,38330,235176,166002,106522,50426,259483,181805,116473,39831,305026,209917,142647,58164,308810,236059,158125,56306,336479,243820,165959,309500,249901,153842,
营业收入(万元),61423,278391,191853,117559,38330,235176,166002,106522,50426,259483,181805,116473,39831,305026,209917,142647,58164,308810,236059,158125,56306,336479,243820,165959,309500,249901,153842,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),65390,281768,189343,115014,38987,218848,149382,97794,48160,240275,171394,112535,38113,286754,182349,126497,53136,275953,205756,138772,50665,287478,208171,143290,265904,232789,133960,
营业成本(万元),37579,176021,119314,72585,25010,143869,98623,63273,31462,160152,113502,74476,25547,195249,134604,92025,38106,209158,160927,106826,38838,222696,158249,107154,200245,168126,97217,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),648,3006,2214,1277,426,2346,1272,829,410,2501,1568,932,228,2943,2646,1332,430,2028,1448,938,363,2831,2040,1481,2227,1699,1110,
销售费用(万元),20435,69463,45987,27858,10076,52052,37713,25883,12518,65403,47681,33591,10343,58513,38650,29487,13207,54278,41021,29683,10736,52086,37842,27303,48339,41356,30254,
管理费用(万元),6470,26036,19120,11781,2959,19581,12163,7711,3437,19115,13082,7797,3084,17020,11145,6971,3164,18066,11240,7358,3280,14825,10501,6818,15079,22144,5033,
财务费用(万元),470,4268,2541,1176,271,426,-873,-402,126,-6641,-5397,-5233,-1252,-6421,-5208,-3536,-1785,-8233,-9087,-6343,-2506,-5781,-794,-541,-414,-189,-173,
资产减值损失(万元),-211,2975,168,337,246,573,485,501,206,-257,957,973,164,19449,511,217,13,656,207,311,-46,820,332,1076,428,-348,520,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1317,9860,7866,6413,2392,12223,9473,7425,3104,9802,7705,5011,2495,8907,7546,4194,2210,2222,162,62,--,8,--,--,102,8,29,
对联营企业和合营企业的投资收益(万元),--,271,--,--,--,-340,--,--,--,-11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-2139,8559,10376,8959,1735,28551,26093,16152,5370,29009,18117,8949,4212,27180,35115,20344,7239,35078,30466,19415,5641,49009,35648,22670,43697,17120,19912,
营业外收入(万元),90,142,1320,1188,622,1571,1174,573,354,2593,1263,1059,267,1390,1079,452,268,2346,2283,604,429,2305,1999,1793,1779,895,1425,
营业外支出(万元),53,932,607,568,217,1139,684,637,290,1081,844,514,427,1892,1073,134,19,1120,555,417,13,913,264,231,735,532,824,
非流动资产处置损失(万元),--,--,--,--,--,649,--,--,--,529,--,--,--,371,--,--,--,--,--,--,--,--,--,--,105,220,196,
利润总额(万元),-2103,7768,11090,9580,2140,28983,26582,16088,5434,30522,18535,9494,4051,26679,35120,20662,7489,36305,32193,19602,6057,50401,37384,24232,44741,17484,20513,
所得税费用(万元),-240,1949,2057,1464,486,4580,4346,2575,983,3625,4722,3043,822,5221,5928,3281,1228,5516,5297,3266,1133,7729,6968,4497,7758,4867,3257,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-1863,5819,9033,8115,1654,24404,22236,13513,4451,26897,13813,6452,3229,21458,29192,17381,6261,30789,26897,16335,4924,42672,30416,19735,36983,12617,17256,
归属于母公司所有者的净利润(万元),-1698,5477,8167,7610,1682,24382,22210,13517,4454,26946,13847,6478,3229,21458,29192,17381,6261,30789,26897,16335,4924,42672,30416,19735,36983,12617,17158,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,-1324,--,--,--,--,--,10184,7053,--,--,--,--,--,-393,705,
少数股东损益(万元),-165,342,866,505,-28,22,26,-5,-2,-49,-34,-26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,98,
基本每股收益,-0.02,0.07,0.1,0.1,0.02,0.3,0.28,0.17,0.06,0.34,0.17,0.08,0.08,0.54,0.73,0.43,0.16,0.77,0.67,0.41,0.12,1.19,0.88,0.59,1.23,0.42,0.57,
稀释每股收益,-0.02,0.07,0.1,0.1,0.02,0.3,0.28,0.17,0.06,0.34,0.17,0.08,0.08,0.54,0.73,0.43,0.16,0.77,0.67,0.41,0.12,1.19,0.88,0.59,1.23,0.42,0.57,
