报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),17436,82118,58473,35614,16198,76214,52456,32271,13380,71994,54196,34050,13405,77683,54573,34672,13047,88009,64540,41495,17105,84698,61076,41152,19035,94100,69309,44244,21700,92422,64131,40772,16010,68775,47477,31609,13663,71608,51509,34602,14158,67264,45679,28491,10198,54709,38772,24403,9703,
营业收入(万元),17436,82118,58473,35614,16198,76214,52456,32271,13380,71994,54196,34050,13405,77683,54573,34672,13047,88009,64540,41495,17105,84698,61076,41152,19035,94100,69309,44244,21700,92422,64131,40772,16010,68775,47477,31609,13663,71608,51509,34602,14158,67264,45679,28491,10198,54709,38772,24403,9703,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),17036,80173,56049,34303,15867,73266,50724,31750,13177,70751,53487,33643,13336,78476,55677,36144,14191,89921,66065,42623,18196,91562,66962,44795,21967,98131,70690,44498,20805,86104,59661,38054,15532,67799,47008,31435,14137,70178,49532,33228,13354,64555,42773,26787,9817,49283,34512,21906,9071,
营业成本(万元),15271,69613,50314,30795,14174,62870,45087,28140,11599,61186,47015,29576,11748,69307,49491,31649,12245,80388,60022,38780,16205,80446,59746,40349,19442,88668,63673,39684,18852,77229,53866,34253,13918,60027,41924,28054,12532,60788,43133,29083,11494,57146,37823,23664,8675,45090,31501,19766,8123,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),74,973,625,415,99,601,244,160,60,393,278,185,84,450,283,154,44,473,277,202,66,452,340,241,157,271,118,92,41,212,126,52,31,169,124,69,34,182,93,56,11,101,44,22,5,30,20,12,2,
销售费用(万元),253,2229,1325,676,277,1868,1158,769,351,1573,1014,653,260,1664,1142,815,354,1891,1332,822,347,2069,1527,1010,489,2224,1690,1072,548,2252,1503,922,398,1599,1209,797,355,1862,1229,799,379,1614,1114,635,282,1242,980,844,376,
管理费用(万元),1047,4496,3004,1790,854,4531,2688,1783,878,4629,3557,2262,963,3819,2863,1913,914,4078,2939,1875,943,4303,3168,2105,1042,4127,3038,2003,969,3800,2654,1688,781,3383,2377,1539,728,3297,2359,1493,719,3309,2273,1565,546,2127,1501,1004,469,
财务费用(万元),403,992,650,372,106,532,460,314,280,1082,842,585,293,2369,1824,1214,544,2287,1739,1102,695,3070,2198,1376,661,2275,1728,1310,573,2177,1501,1009,443,2002,1503,1102,556,3529,2561,1639,751,2112,1360,722,310,731,439,226,102,
资产减值损失(万元),-12,1870,130,255,357,2864,1087,584,9,1889,782,382,-13,867,73,399,89,804,-244,-157,-59,1222,-17,-285,177,566,443,338,-178,434,12,130,-39,618,-128,-127,-69,521,157,158,-0,272,160,178,0,63,71,54,0,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,--,-6,-1,-1,-1,-1,1,-2,10,--,--,15,202,-58,0,25,-3,0,-0,-0,--,--,-150,--,--,--,150,--,--,0,--,--,--,0,
投资收益(万元),--,1146,--,--,--,3269,--,--,--,--,--,--,--,229,225,221,0,601,601,168,168,381,367,355,22,-151,-157,-543,-350,4410,1485,8,1,30,35,33,0,-585,-735,-735,-735,495,118,99,0,--,--,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-19,--,--,--,-3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-50,--,28,--,--,0,112,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),711,3483,2424,1311,331,6217,1732,521,204,1243,709,406,69,-564,-876,-1250,-1149,-1312,-925,-962,-924,-6482,-5521,-3279,-2911,-4181,-1523,-595,487,10728,5980,2723,479,1005,504,208,-475,694,1242,589,69,3382,3024,1803,381,5538,4259,2498,632,
营业外收入(万元),24,41,383,326,238,471,253,191,179,751,301,144,122,1997,1373,1294,880,3379,1923,1200,192,8894,5703,3438,368,1593,1791,975,302,704,582,464,45,1430,730,523,66,1315,582,564,231,1168,169,156,83,155,116,34,2,
营业外支出(万元),0,232,476,253,3,694,75,50,1,83,30,30,0,13,2,2,0,324,75,66,37,326,38,34,34,48,36,2,0,210,163,149,0,77,77,16,4,1354,34,6,5,79,78,76,69,7,6,6,4,
非流动资产处置损失(万元),--,--,469,249,2,652,45,45,--,52,--,--,--,8,0,0,0,287,46,47,22,312,31,34,34,33,28,--,--,133,136,136,--,25,10,4,--,6,--,-15,--,70,--,--,67,5,--,--,3,
利润总额(万元),735,3291,2330,1384,566,5994,1910,661,382,1911,980,521,190,1420,494,41,-269,1743,923,172,-770,2086,144,125,-2576,-2636,231,377,789,11222,6399,3037,524,2358,1157,715,-414,656,1790,1147,294,4472,3115,1883,395,5686,4368,2526,630,
所得税费用(万元),146,809,664,398,161,352,473,155,94,612,400,242,41,419,175,-25,-22,342,215,37,--,877,1,1,1,-959,88,278,230,1865,1175,545,124,494,160,84,-11,163,253,128,15,774,545,321,53,848,648,384,113,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),589,2483,1667,986,405,5642,1437,507,287,1300,579,279,149,1002,319,67,-247,1400,708,135,-770,1209,143,124,-2577,-1678,143,99,559,9357,5224,2492,400,1864,997,632,-403,493,1537,1018,280,3698,2570,1562,342,4838,3720,2142,518,
归属于母公司所有者的净利润(万元),589,2483,1667,986,405,5642,1437,507,287,1300,579,279,149,1002,319,67,-247,1400,708,135,-770,1209,143,124,-2577,-1678,143,99,559,9357,5224,2492,400,1867,1006,641,-408,515,1561,1024,280,3698,2570,1562,342,4838,3720,2142,531,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-3,-9,-9,6,-23,-23,-6,--,--,--,--,0,--,--,--,-13,
基本每股收益,0.02,0.09,0.06,0.04,0.01,0.21,0.05,0.02,0.01,0.05,0.02,0.01,0.01,0.04,0.01,0,-0.01,0.05,0.03,0.01,-0.03,0.04,0.01,0,-0.09,-0.06,0.01,0,0.03,0.55,0.31,0.15,0.02,0.11,0.06,0.04,-0.02,0.03,0.09,0.06,0.02,0.22,0.15,0.09,0.02,0.28,0.22,0.13,0.03,
稀释每股收益,0.02,0.09,0.06,0.04,0.01,0.21,0.05,0.02,0.01,0.05,0.02,0.01,0.01,0.04,0.01,0,-0.01,0.05,0.03,0.01,-0.03,0.04,0.01,0,-0.09,-0.06,0.01,0,0.03,0.55,0.31,0.15,0.02,0.11,0.06,0.04,-0.02,0.03,0.09,0.06,0.02,0.22,0.15,0.09,0.02,0.28,0.22,0.13,0.03,
