报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),28416,20646,37055,21998,37977,24796,22454,
营业收入(万元),28416,20646,37055,21998,37977,24796,22424,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,29,
营业总成本(万元),25094,17710,32940,18765,34254,24446,22681,
营业成本(万元),16470,11469,20104,12261,20810,15656,13866,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),336,290,417,228,332,191,173,
销售费用(万元),4894,3700,7712,4267,8215,4783,5286,
管理费用(万元),2890,1809,4008,1792,3911,2856,2664,
财务费用(万元),37,35,110,80,619,829,559,
资产减值损失(万元),467,408,588,137,366,131,133,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),3471,3009,4115,3233,3723,349,-227,
营业外收入(万元),76,15,244,93,83,94,86,
营业外支出(万元),0,0,18,17,22,10,6,
非流动资产处置损失(万元),--,--,12,12,4,4,2,
利润总额(万元),3547,3024,4342,3308,3785,433,-147,
所得税费用(万元),532,480,650,532,584,44,84,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),3015,2543,3692,2776,3201,389,-230,
归属于母公司所有者的净利润(万元),3015,2543,3692,2776,3377,504,-230,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,-176,-115,--,
基本每股收益,0.29,0.25,0.37,0.28,0.34,0.05,-0.05,
稀释每股收益,0.29,0.25,0.37,0.28,0.34,0.05,-0.05,
