报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),6705,40983,22471,18544,8124,89801,67670,44436,23684,74165,48690,30733,15251,66761,43014,30462,13094,68498,47588,33424,19180,58118,46327,30170,16308,54285,42115,29031,13628,51541,37969,26075,41946,28041,54275,44739,
营业收入(万元),6705,40983,22471,18544,8124,89801,67670,44436,23684,74165,48690,30733,15251,66761,43014,30462,13094,68498,47588,33424,19180,58118,46327,30170,16308,54285,42115,29031,13628,51541,37969,26075,41946,28041,54275,44739,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业总成本(万元),7693,46721,30292,23269,11295,89967,67313,43304,22179,76237,45819,28508,13951,61183,38334,26761,11566,63068,43038,30086,17358,52257,41783,27081,14433,46384,35617,24446,11506,44291,32458,22281,36198,23435,49601,40622,
营业成本(万元),5723,35369,20806,16786,7821,72512,56075,36073,19199,61168,39864,24646,12210,53934,34177,24397,10303,56892,38979,27251,16007,49346,39193,25514,13816,43602,33916,23254,11069,41024,30160,20654,32731,20997,45726,38274,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业税金及附加(万元),72,932,471,390,511,703,701,163,123,328,536,282,80,455,229,196,104,357,312,199,131,209,252,58,154,279,265,187,39,207,195,132,275,204,359,172,
销售费用(万元),335,1838,1283,886,549,6695,5151,3613,851,3122,1300,736,383,1737,1259,612,262,1339,886,566,326,1176,844,477,246,907,595,306,159,953,580,459,730,550,764,668,
管理费用(万元),1452,8822,5849,3433,2181,7579,4938,3169,1716,6735,3682,2431,1206,5421,3233,2170,935,4187,2643,1781,1036,2274,1433,811,395,1825,1081,707,345,1603,943,636,1382,920,1441,547,
财务费用(万元),111,39,291,193,233,-440,306,144,291,-45,291,263,72,-7,-24,-74,-38,-271,-270,-199,-143,-667,-513,-356,-177,-702,-491,-259,-106,490,649,469,959,781,1092,834,
资产减值损失(万元),--,-279,1592,1581,--,2917,141,141,--,4930,146,150,--,-357,-540,-540,--,564,487,487,--,-82,575,575,--,473,251,251,--,14,-69,-69,121,-18,219,127,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,0,0,
投资收益(万元),-279,5543,57,-601,-112,53,174,254,-109,43,-172,-93,16,341,78,83,7,85,26,-67,-54,4,42,15,12,23,--,--,--,--,--,0,0,--,0,0,
对联营企业和合营企业的投资收益(万元),-294,-1551,-861,-662,-151,-383,-259,-125,-140,-288,-417,-289,-45,-123,-273,-177,-117,-359,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业利润(万元),-1259,-134,-7765,-5327,-3283,-113,531,1386,1395,-2029,2699,2132,1317,5918,4758,3784,1535,5515,4576,3272,1768,5865,4585,3104,1887,7924,6498,4585,2123,7250,5511,3794,5748,4607,4674,4117,
营业外收入(万元),--,346,52,51,4,717,439,74,2,2374,45,35,5,71,51,51,--,121,151,150,10,210,350,350,50,82,80,80,80,334,44,30,173,155,0,0,
营业外支出(万元),4,0,0,0,0,1,89,0,--,8,1,--,--,--,--,--,--,3,--,--,--,--,0,--,--,--,--,--,--,0,0,0,175,16,26,187,
非流动资产处置损失(万元),--,--,--,--,--,1,89,--,--,3,1,--,--,--,--,--,--,3,--,--,--,--,0,--,--,--,--,--,--,--,--,0,175,--,21,169,
