报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),3186,27908,16864,9417,4821,24776,15647,8722,3795,23245,11823,4618,2483,47567,43102,34956,11232,80935,53872,35084,13986,185165,145973,91487,14730,163667,126698,41769,9001,118276,73103,33768,6362,60716,29626,14088,2644,34933,17951,7594,1793,27538,11764,21985,14276,10706,
营业收入(万元),3186,27908,16864,9417,4821,24776,15647,8722,3795,23245,11823,4618,2483,47567,43102,34956,11232,80935,53872,35084,13986,185165,145973,91487,14730,163667,126698,41769,9001,118276,73103,33768,6362,60716,29626,14088,2644,34933,17951,7594,1793,27538,11764,21985,14276,10706,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),3933,24843,17198,10029,4959,24700,15453,8499,3610,22086,13308,7309,3570,58318,50870,41262,12831,86616,53952,35633,14427,184160,145204,91193,15832,162815,126414,41698,9709,115766,72346,33779,6454,58209,28701,14007,2908,33183,18242,7768,1824,24451,10652,19464,12912,10087,
营业成本(万元),1703,16254,11763,6494,3132,16840,10285,5206,1930,15166,7250,2647,1546,45130,41470,34530,10832,72085,46046,30402,12554,175144,138632,87111,14057,151603,118755,36989,8011,108887,67715,30759,5303,53765,26090,12405,2207,30355,16515,6736,1399,22501,9381,17907,11812,9163,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
