报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,
营业总收入(万元),27732,15141,7205,45020,24582,14266,4817,45058,27222,19730,5976,36639,17822,10832,6078,23123,15624,9199,3529,20277,14702,9898,4776,20283,14204,9100,3829,12558,8603,6863,11875,5608,8254,4459,
营业收入(万元),27732,15141,7205,45020,24582,14266,4817,45058,27222,19730,5976,36639,17822,10832,6078,23123,15624,9199,3529,20277,14702,9898,4776,20283,14204,9100,3829,12558,8603,6863,11875,5608,8254,4459,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
营业总成本(万元),23753,14084,7048,44547,21005,14198,6679,33804,20975,15200,6252,31155,16277,10225,6659,19710,13561,7568,3073,17300,12499,8298,3990,17390,11895,6001,3186,8868,6066,4787,8778,4088,6050,3541,
营业成本(万元),10829,6499,2741,18003,8410,5471,1761,13732,8272,6599,2644,17749,8388,5394,3828,13547,9607,4976,1849,12484,9191,6164,3029,13855,9656,6001,2472,6668,4631,3758,7206,3477,4543,2521,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
