报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),285585,183779,73146,307933,212121,121090,38454,111960,73224,48158,85369,68562,55665,8653,
营业收入(万元),285585,183779,73146,307933,212121,121090,38454,111960,73224,48158,85369,68562,55665,8653,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),216563,139729,53948,219756,145033,85793,30278,72844,44297,28943,44448,36621,28832,5822,
营业成本(万元),150286,97144,38505,162760,111194,63899,19662,47185,29594,20455,29425,23452,18685,4391,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2417,1401,538,2507,1700,991,390,1104,842,632,1042,874,646,67,
销售费用(万元),17152,10096,4327,9734,5357,2678,1066,3563,2558,1276,2517,2616,953,268,
管理费用(万元),40722,24273,10802,41515,24464,15958,8975,21549,11819,6584,11443,9200,7952,1098,
财务费用(万元),-684,-43,121,547,309,212,-238,-1364,-999,-203,-550,-43,17,-51,
资产减值损失(万元),6671,6858,-345,2693,2008,2056,423,807,482,199,571,522,580,50,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),69023,44051,19198,88177,67088,35296,8176,39117,28927,19215,40921,31941,26833,2831,
营业外收入(万元),15714,7473,1661,11642,4818,1540,1005,4474,1451,156,3532,484,154,253,
营业外支出(万元),7,6,6,1147,1090,1077,969,20,20,20,--,1954,4,0,
非流动资产处置损失(万元),1,1,--,--,--,--,--,--,--,--,--,2,--,--,
利润总额(万元),84731,51518,20853,98672,70817,35759,8212,43570,30358,19351,44453,30471,26984,3084,
所得税费用(万元),8467,3320,3318,13003,10604,5366,1210,5762,7922,4890,6095,4807,4523,432,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),76263,48198,17535,85670,60213,30393,7002,37808,22436,14461,38358,25664,22461,2652,
归属于母公司所有者的净利润(万元),76263,48198,17535,85682,60226,30406,7013,37835,22451,14466,38358,25664,22461,2652,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),0,-0,-0,-13,-13,-12,-11,-28,-16,-5,--,--,--,--,
基本每股收益,1.71,1.08,0.39,2.1,1.51,0.76,0.18,0.95,0.56,0.36,0.96,0.64,1.36,--,
稀释每股收益,1.71,1.08,0.39,2.1,1.51,0.76,0.18,0.95,0.56,0.36,0.96,0.64,1.36,--,
