报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),598828,365263,162166,698288,526608,340818,160351,662572,489658,315939,148804,629980,551975,468735,294858,
营业收入(万元),598828,365263,162166,698288,526608,340818,160351,662572,489658,315939,148804,629980,551975,468735,294858,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),584794,356376,159013,682647,515655,333162,157380,647312,479347,308664,145979,615515,537423,456604,286326,
营业成本(万元),553644,337241,149964,645268,487608,314538,148632,609755,451829,290851,136820,576336,504863,432722,271451,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1235,802,319,1333,665,469,242,1059,753,470,210,1061,1056,707,465,
销售费用(万元),11498,7251,3538,14130,9971,6693,3375,13613,9739,6152,3112,15562,12973,10098,6445,
管理费用(万元),12081,7832,3818,14523,10819,7043,3340,13663,9929,6569,3541,13616,11703,8490,5968,
财务费用(万元),5240,2703,1122,6542,5239,3431,1608,8867,6733,4410,2093,8616,6513,4338,1608,
资产减值损失(万元),1096,547,251,850,1352,988,183,354,365,211,202,323,316,249,389,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),0,0,--,-240,0,0,--,-38,-38,-38,--,153,--,--,20,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),14240,9041,3153,15402,10953,7656,2971,15223,10273,7237,2825,14618,14552,12131,8552,
营业外收入(万元),54,21,109,452,172,88,6,365,200,166,12,580,190,225,86,
营业外支出(万元),387,60,28,111,82,57,6,17,13,10,6,10,15,32,48,
非流动资产处置损失(万元),2,2,--,3,2,1,1,2,2,1,0,3,1,1,26,
利润总额(万元),13907,9002,3235,15743,11043,7687,2972,15571,10460,7393,2832,15189,14727,12324,8591,
所得税费用(万元),3480,2207,901,4065,3063,2152,755,4050,2691,1925,716,4091,3816,3186,2203,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),10427,6795,2334,11677,7980,5535,2216,11521,7769,5469,2116,11097,10912,9138,6388,
归属于母公司所有者的净利润(万元),9555,6346,2321,11552,7864,5445,2169,11348,7657,5398,2093,10933,10828,9051,6362,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,-12,-18,-3,--,
少数股东损益(万元),872,450,13,125,116,89,47,173,112,71,22,164,83,86,25,
基本每股收益,0.75,0.5,0.18,0.95,0.65,0.46,0.2,1.18,0.8,0.56,0.22,1.14,1.13,0.94,0.67,
稀释每股收益,0.75,0.5,0.18,0.95,0.65,0.46,0.2,1.18,0.8,0.56,0.22,1.14,1.13,0.94,0.67,
