报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),300570,107426,634366,327580,219231,74666,511335,263312,173977,59034,445127,226967,151494,49457,437424,240573,155448,47921,436269,236950,153950,52994,423521,245664,171537,48538,412216,223691,146254,47287,297883,151750,90877,34734,234701,125583,76609,30536,172563,101884,68545,26813,135685,80305,52649,20595,111357,71206,47842,19650,
营业收入(万元),300570,107426,634366,327580,219231,74666,511335,263312,173977,59034,445127,226967,151494,49457,437424,240573,155448,46547,436269,236950,153950,52166,423521,245664,171537,48148,412216,223691,146254,47111,297883,151750,90877,34510,234701,125583,76609,30536,172563,101884,68545,26808,135685,80305,52649,20595,111357,71206,47842,19650,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,0,--,0,--,0,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,0,--,0,--,0,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,0,--,0,--,0,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,0,--,0,--,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,224,--,0,0,--,--,--,--,5,--,0,--,--,--,0,--,--,
营业总成本(万元),292331,122511,612680,379872,246465,100706,521625,329736,208377,91471,461751,286914,179380,72035,410143,259704,165788,65091,413237,257114,161422,67316,408425,260789,163699,61956,381978,220250,138833,56139,287465,160978,95586,37614,216089,125946,75590,32913,160361,98424,62826,25880,123235,77265,48475,19227,105709,69088,44411,19577,
营业成本(万元),93464,38563,181245,114754,70579,28837,160357,95400,58782,24070,143095,87860,57677,24033,142069,87164,55826,19574,164535,43487,25902,8278,67489,34192,19885,5927,62362,28240,17836,6150,51722,22514,11321,4223,39117,20694,11853,5149,21232,11435,6849,3285,15080,8433,4453,1524,11071,6768,4012,1981,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,0,--,0,--,0,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,0,--,0,--,0,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,0,--,0,--,--,--,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,0,--,0,--,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,0,--,0,--,0,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,0,--,0,--,0,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,0,--,0,--,0,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,0,--,0,--,0,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,0,--,0,--,0,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,0,--,0,--,--,--,0,--,--,
营业税金及附加(万元),4668,1337,9478,5366,3928,953,7283,3683,2689,1078,7328,3566,2230,734,5654,3166,2042,577,5300,3551,2356,742,7973,6699,4848,1464,13918,6596,4382,1397,8091,3849,2401,818,6325,3789,2214,852,4802,2760,1837,746,3565,2111,1371,506,2692,1721,1117,453,
销售费用(万元),59665,24694,141730,82771,54133,22421,131307,75175,48003,20152,118530,69376,41156,16908,109261,64965,40557,16503,89324,110420,70906,30909,193758,127371,81370,30979,181563,109377,67958,27450,135925,80517,48848,18611,104972,59543,35520,15090,77889,47457,29517,11646,60668,37103,23245,9492,53080,34218,21615,9215,
管理费用(万元),115978,53245,233418,153324,99725,45344,203092,139943,88733,41034,172326,113748,70094,29019,135739,94116,60099,26545,137600,90171,55571,25738,127491,86462,53295,22680,117155,72979,46737,20767,89718,54306,33316,14178,65838,42463,26327,12055,56565,36932,24589,10429,44080,29807,19517,7953,38353,26803,17744,7932,
财务费用(万元),5908,2839,16893,16477,11613,3151,7615,10051,6158,5137,9270,7627,4746,1342,8413,5788,3997,1891,7810,5790,3680,1649,5655,3922,2310,907,3183,1991,932,374,-149,-473,-503,-217,-1087,-825,-532,-233,-828,-573,-309,-225,-590,-439,-353,-248,-615,-499,-136,-4,
资产减值损失(万元),12648,1833,29916,7180,6487,--,11971,5484,4012,--,11202,4737,3478,--,9007,4505,3265,--,8668,3695,3006,--,6060,2143,1991,--,3799,1068,988,--,2158,266,202,0,923,281,208,--,700,413,344,0,433,249,241,0,1127,78,58,--,
公允价值变动收益(万元),--,--,--,678,2481,--,--,171,171,143,-171,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,4913,4913,4913,1092,-7650,-10018,-9570,-3133,4356,8940,7115,1114,295,506,261,0,
投资收益(万元),1878,814,7163,5664,1759,300,5152,2043,2023,1239,18065,782,690,177,2544,-349,17,-625,8302,6048,6079,17,560,-877,-611,-141,768,-832,-799,-110,897,-183,-147,-164,24398,23051,22957,26615,20435,4290,5042,973,10821,5620,427,21,3985,3580,1504,2086,
