报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),622583,2970568,2018897,1289175,646986,2398388,1648365,992601,490192,2132308,1544425,958526,425926,1587300,1108936,695084,347650,1427235,1008738,647879,351332,1333529,897293,578330,294020,1270759,653410,1370781,1068732,1433196,
营业收入(万元),622583,2970568,2018897,1289175,646986,2398388,1648365,992601,490192,2132308,1544425,958526,425926,1587300,1108936,695084,347650,1427235,1008738,647879,351332,1333529,897293,578330,294020,1270759,653410,1370781,1068732,1433196,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),604596,2841100,1932865,1234313,617200,2300310,1590872,963820,482394,2066417,1501871,940265,413878,1512479,1052955,657320,329758,1368408,965255,617869,332063,1260298,848407,550339,280829,1218218,630474,1308402,1031143,1424610,
营业成本(万元),558406,2642848,1792706,1141122,573002,2139822,1477965,893181,447284,1909343,1393260,867000,379056,1380462,960823,598537,302967,1257073,895984,571889,309693,1167055,782402,506981,259367,1124392,582096,1213627,940184,1296039,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),790,3502,2689,1822,808,3521,1882,1303,736,2396,1781,1203,488,1827,1323,955,499,1222,878,521,158,712,456,244,80,878,161,--,--,--,
销售费用(万元),6452,24014,17003,11255,5406,22368,16492,10789,5310,22540,16691,11504,5869,27929,19925,13362,5946,21794,16107,10442,4951,21067,14427,9257,4610,23484,12813,24985,23343,41007,
管理费用(万元),34653,163862,113408,75794,35283,139940,96735,60155,28502,130698,87443,58914,28130,103645,72410,45576,21395,85543,50294,32180,16734,68401,50051,33543,17055,67161,33080,69791,68010,74140,
财务费用(万元),4281,5683,5317,3131,1833,-5306,-1653,-1009,1391,1215,2223,1655,680,-1500,-576,94,-514,1453,1053,798,-238,1121,934,394,611,1586,1302,3372,372,566,
资产减值损失(万元),13,1191,1742,1188,869,-34,-548,-599,-830,224,474,-10,-344,116,-950,-1203,-534,1323,941,2039,766,1941,137,-81,-895,716,1022,-3373,-765,12858,
公允价值变动收益(万元),-12537,14596,7817,6447,3379,-577,202,-215,552,-78,213,253,420,-207,170,-50,-444,-17,232,-124,-79,-77,-154,-57,-55,-51,-120,116,--,--,
投资收益(万元),15661,9790,8125,4677,1127,1556,1223,976,289,7992,7142,5590,2512,5275,3378,2235,1109,2844,1931,1322,484,1128,1247,327,54,199,-87,-51,--,384,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),22381,156479,101974,65986,34293,99057,58919,29542,8640,73805,49909,24103,14979,79889,59529,39948,18557,61653,45645,31209,19674,74282,49979,28261,13189,52689,22729,62444,37588,8969,
营业外收入(万元),170,946,2684,1959,735,6171,4489,2137,1514,3074,2099,1436,853,2192,1707,1046,462,1991,979,558,254,2702,852,550,290,2230,1478,1807,2483,1782,
营业外支出(万元),511,983,294,196,27,4493,647,309,282,1124,718,90,29,965,1232,757,354,527,426,339,89,676,525,363,120,503,290,1487,1760,1597,
非流动资产处置损失(万元),--,--,239,154,--,4417,590,291,--,1017,640,22,17,841,823,530,161,475,394,334,88,605,464,325,107,297,143,145,1254,394,
利润总额(万元),22039,156443,104364,67748,35000,100735,62760,31369,9871,75755,51289,25449,15803,81117,60004,40237,18665,63117,46199,31427,19839,76307,50307,28448,13359,54416,23917,62763,38312,9154,
所得税费用(万元),3319,25033,18178,12140,6331,20108,9609,4878,1422,6704,4149,1730,1676,10977,9167,5751,2881,6696,6497,4781,3197,11574,8355,5117,2747,9240,5158,8899,6907,6139,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),18719,131409,86186,55608,28669,80627,53151,26491,8449,69052,47140,23719,14127,70139,50836,34486,15784,56421,39702,26647,16641,64733,41951,23331,10613,45176,18759,53864,31405,3014,
归属于母公司所有者的净利润(万元),18714,131389,86175,55603,28667,80558,53108,26476,8438,69052,47140,23719,14127,70139,50836,34486,15784,56421,39702,26647,16641,64733,41951,23331,10613,45176,18759,53864,31405,3014,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5075,18846,10654,-24074,
少数股东损益(万元),5,20,10,4,2,68,43,15,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.09,0.6,0.4,0.26,0.13,0.37,0.24,0.12,0.04,0.32,0.22,0.11,0.13,0.69,0.5,0.34,0.16,0.56,0.39,0.26,0.16,0.65,0.42,0.24,0.11,0.5,0.21,0.6,0.35,0.03,
稀释每股收益,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.26,--,0.65,--,--,--,--,--,--,--,--,
