报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),18713,97687,51158,22642,6606,79167,53012,32253,8158,49178,36290,23279,3562,129464,73290,48018,10738,93850,61496,36387,10832,61457,48108,30914,10149,54407,18467,42597,28213,33669,
营业收入(万元),18713,97687,51158,22642,6606,79167,53012,32253,8158,49178,36290,23279,3562,129464,73290,48018,10738,93850,61496,36387,10832,61457,48108,30914,10149,54407,18467,42597,28213,33669,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),17733,91012,54433,27505,8813,74976,50468,29567,8356,46299,32956,21476,5950,107887,58257,38363,9461,77308,49265,28977,9505,51046,39781,25265,8941,45270,15588,34189,23068,30090,
营业成本(万元),11661,59800,35436,16803,5147,51812,35515,20274,5555,29273,21238,14064,2877,87312,46210,31941,6732,60819,37295,22904,6890,39952,31230,20087,6801,36648,12147,27775,19102,25247,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),457,2114,1130,617,209,1931,525,444,87,589,379,201,31,924,286,160,63,596,435,295,46,463,314,222,76,525,182,480,294,278,
销售费用(万元),699,7182,3895,2691,1008,5325,3792,1705,458,2833,1875,1395,713,6320,2436,1318,563,6149,4425,1327,661,4168,3307,1680,824,3135,1210,2173,775,1116,
管理费用(万元),4162,15167,10153,5871,2637,10348,7438,5006,1703,8444,5388,3527,1621,8733,4320,2915,1381,6197,4254,2716,1286,3775,3115,2195,893,3578,1348,2722,2180,2614,
财务费用(万元),1328,4126,3178,2079,881,2987,2304,1674,859,3538,2687,1783,927,2340,1677,1037,570,2793,1944,1159,424,1688,1289,725,347,1252,738,850,721,734,
资产减值损失(万元),-574,2623,641,-556,-1070,2574,893,464,-306,1622,1388,507,-219,2257,3327,992,153,754,911,576,199,1000,526,355,--,132,-37,189,-6,101,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
投资收益(万元),--,122,117,--,--,--,--,--,--,--,--,--,--,72,72,--,--,--,--,--,--,--,--,0,--,--,--,-2,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1025,7040,-3158,-4863,-2206,4191,2545,2686,-198,2879,3334,1803,-2388,21650,15105,9655,1277,16542,12231,7410,1327,10411,8327,5649,1207,9136,2880,8406,5146,3579,
营业外收入(万元),1,31,898,836,17,4053,808,778,336,313,56,303,15,1333,903,149,114,147,76,66,4,355,48,48,6,492,413,53,5,7,
营业外支出(万元),3,53,725,706,106,4376,79,73,2,193,24,24,2,705,30,29,19,53,30,1,1,36,13,1,1,5,3,176,32,24,
非流动资产处置损失(万元),--,--,1,1,0,4354,68,67,2,168,--,--,--,663,19,19,--,42,--,--,--,4,--,0,--,3,2,171,5,--,
利润总额(万元),1023,7019,-2985,-4732,-2295,3869,3274,3391,136,2999,3365,2082,-2375,22278,15979,9775,1372,16636,12278,7476,1331,10729,8363,5695,1212,9624,3290,8283,5119,3562,
所得税费用(万元),806,2336,-356,-677,267,1467,890,800,100,927,967,400,55,5805,4194,2535,424,4352,3069,1899,420,2751,1519,1424,381,2397,785,2149,1432,861,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),217,4683,-2629,-4056,-2563,2402,2384,2591,36,2072,2398,1682,-2429,16473,11784,7240,947,12284,9208,5577,911,7978,6843,4272,831,7227,2504,6134,3687,2701,
归属于母公司所有者的净利润(万元),306,5358,-2464,-3922,-2489,3002,2846,2876,166,2572,2742,1910,-2333,16535,11866,7283,948,12284,9208,5577,911,7978,6843,4272,831,7227,2504,6126,3407,2032,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-89,-676,-165,-134,-73,-600,-462,-285,-131,-500,-345,-228,-96,-62,-81,-43,-0,--,--,--,--,--,--,--,--,--,--,8,280,669,
基本每股收益,0.01,0.11,-0.05,-0.08,-0.05,0.07,0.06,0.06,0,0.06,0.06,0.04,-0.05,0.37,0.27,0.17,0.04,0.65,0.49,0.59,0.1,0.92,0.82,0.54,0.12,1.02,0.35,0.87,0.63,0.37,
稀释每股收益,0.01,0.11,-0.05,-0.08,-0.05,0.06,0.06,0.06,0,0.06,0.06,0.04,-0.05,0.37,0.27,0.17,0.04,0.65,0.49,0.59,0.1,0.92,0.82,0.54,--,1.02,0.35,0.87,0.63,0.37,
