报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),27863,14005,38878,26819,25583,9348,5947,
营业收入(万元),27863,14005,38878,26819,25583,9348,5947,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),21626,11028,29924,20527,20315,7610,5405,
营业成本(万元),16430,8073,21935,15200,13682,4243,2814,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),189,94,408,273,250,17,12,
销售费用(万元),1975,1202,2746,1953,1835,1028,549,
管理费用(万元),2504,1481,4362,2771,3999,2289,1989,
财务费用(万元),-54,-20,-1,-11,-29,-1,-1,
资产减值损失(万元),582,199,475,341,578,35,42,
公允价值变动收益(万元),--,--,--,--,--,46,29,
投资收益(万元),--,--,--,--,430,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),7856,4087,8954,7714,5697,1784,572,
营业外收入(万元),376,211,2370,13,1261,587,482,
营业外支出(万元),--,0,3,3,1,40,2,
非流动资产处置损失(万元),--,--,--,--,1,--,2,
利润总额(万元),8232,4298,11321,7724,6958,2331,1052,
所得税费用(万元),1283,537,1552,1264,900,240,117,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),6949,3761,9769,6460,6058,2091,935,
归属于母公司所有者的净利润(万元),6949,3761,9769,6460,6058,2091,935,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,--,0.88,2.3,--,1.43,0.49,0.22,
稀释每股收益,--,0.88,2.3,--,1.43,0.49,0.22,
