报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),36024,22738,10428,47324,35260,22507,9719,59835,45303,29248,13368,64146,43401,27914,12735,47618,32757,22004,10387,37660,25746,15636,6054,29861,21458,12954,5356,22959,9884,14867,9958,8756,
营业收入(万元),36024,22738,10428,40778,35260,22507,9719,57854,44965,29248,13368,64146,43401,27914,12735,47618,32757,22004,10387,37660,25746,15636,6054,29861,21458,12954,5356,22959,9884,14867,9958,8756,
利息收入(万元),--,--,--,6546,--,--,--,1981,338,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),26161,16632,8183,37783,26895,17139,7818,50353,36188,23804,11120,52041,34133,21146,9679,31718,20286,12371,5417,25396,15759,9825,4743,18729,12701,7929,3605,14093,6019,8818,6310,6418,
营业成本(万元),1836,1225,489,2697,1787,1254,563,3908,2921,1912,880,3667,2253,1580,814,3020,1701,951,546,2143,1598,678,308,1725,1006,578,260,1299,447,783,498,344,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
