报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),17567,74633,58683,34707,18546,23851,11522,8980,3362,28987,17006,8506,3673,25396,16776,8789,3644,23537,10319,6716,2997,21608,6159,4396,2893,17416,2318,10553,7266,5964,
营业收入(万元),17567,74633,58683,34707,18546,23851,11522,8980,3362,28987,17006,8506,3673,25396,16776,8789,3644,23537,10319,6716,2997,21608,6159,4396,2893,17416,2318,10553,7266,5964,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),10119,44025,52378,30997,15919,77283,13885,10547,4302,20020,13126,6327,2947,18345,12824,6648,2732,14563,7675,4501,1857,9262,3966,2684,1106,6683,1601,3932,2794,2093,
营业成本(万元),6734,27767,40307,23962,13202,15763,6826,5717,2742,11428,8339,3667,1571,12300,8610,4304,1480,10267,5226,3027,1401,6589,2025,1460,647,4353,660,2471,1760,1564,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),24,291,144,127,47,516,161,139,69,202,127,72,35,199,63,31,1,246,205,139,43,303,64,52,52,229,13,136,55,97,
销售费用(万元),85,660,486,246,98,733,472,296,136,703,712,243,152,758,794,280,146,381,249,176,45,308,210,94,68,348,15,143,60,17,
管理费用(万元),1662,5954,4543,2583,1187,7327,5691,4177,1177,6290,3805,2196,1059,4993,4187,2569,1240,4317,2981,1755,694,2792,1692,1017,417,1701,824,1006,680,396,
财务费用(万元),900,1567,5416,3160,1162,1171,74,-210,-562,-1734,-583,188,34,-660,-703,-462,-72,-1160,-956,-636,-211,-1153,-138,-52,0,80,48,92,69,11,
资产减值损失(万元),714,7786,1482,920,223,51773,661,427,739,3132,726,-39,96,754,-126,-74,-64,512,-30,41,-114,424,113,113,-78,-28,41,85,171,7,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
投资收益(万元),278,-2926,1427,875,506,1011,796,938,--,17,14,22,--,3004,389,308,-3,632,504,344,209,65,--,0,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,1287,1427,875,--,1181,796,938,--,--,--,22,--,3004,--,308,--,632,--,--,--,65,--,0,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7739,27638,7732,4585,3133,-52422,-1567,-628,-940,8985,3894,2200,726,10056,4341,2449,909,9606,3148,2558,1348,12411,2193,1712,1787,10732,717,6620,4471,3871,
营业外收入(万元),0,164,5299,75,17,13877,178,85,60,952,18,16,1,615,205,203,2,15,132,3,--,205,142,100,--,7,--,46,6,0,
营业外支出(万元),39,861,159,222,43,1254,8,1,0,84,12,3,0,87,1,0,1,4,1,1,--,6,0,0,--,--,--,--,0,2,
非流动资产处置损失(万元),--,--,--,117,--,746,--,--,--,25,--,--,--,87,--,--,--,4,--,--,--,6,--,0,--,--,--,--,--,--,
利润总额(万元),7700,26941,12872,4438,3107,-39799,-1396,-544,-881,9853,3900,2213,726,10583,4546,2652,910,9616,3279,2560,1348,12610,2335,1812,1787,10739,717,6666,4477,3869,
所得税费用(万元),1572,6346,2359,1238,1027,4497,401,437,55,1342,482,443,249,1097,766,419,234,1677,661,531,269,2228,437,275,271,832,226,501,322,-1,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),6128,20595,10513,3201,2080,-44296,-1798,-981,-936,8511,3418,1770,478,9486,3780,2233,676,7940,2618,2029,1079,10382,1898,1537,1516,9907,491,6165,4155,3870,
归属于母公司所有者的净利润(万元),5804,21226,10385,3050,2014,-43932,-1615,-812,-1086,7439,3561,2209,675,8569,3471,2059,694,7338,2559,2000,1099,10336,1969,1537,1516,9907,491,6165,4155,3870,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
少数股东损益(万元),324,-632,129,151,66,-364,-183,-169,150,1072,-144,-439,-197,917,309,174,-18,602,60,30,-20,46,-71,0,--,--,--,--,--,--,
基本每股收益,0.12,0.44,0.21,0.06,0.04,-0.99,-0.04,-0.02,-0.02,0.17,0.08,0.05,0.03,0.39,0.16,0.09,0.03,0.34,0.12,0.09,0.05,0.52,0.1,0.17,0.14,1.23,0.06,0.85,0.58,0.54,
稀释每股收益,0.12,0.44,0.21,0.06,0.04,-0.99,-0.04,-0.02,-0.02,0.17,0.08,0.05,0.03,0.39,0.16,0.09,0.03,0.34,0.12,0.09,0.05,0.52,0.1,0.17,0.14,1.23,0.06,0.85,0.58,0.54,
