报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
营业总收入(万元),459897,2074150,1648142,1074733,530738,1471279,908945,551421,261503,1244350,857443,587423,311798,1611945,1244810,855591,426064,1915197,1406830,928070,498604,2216935,1702715,1241641,625275,2506864,1878927,1196610,584996,2290456,1726297,1186759,548210,1885040,1378788,733417,292431,1738060,1309077,789234,357776,1106093,795620,505094,231922,819796,
营业收入(万元),459897,2074150,1648142,1074733,530738,1471279,908945,551421,261503,1244350,857443,587423,311798,1611945,1244810,855591,426064,1915197,1406830,928070,498604,2216935,1702715,1241641,625275,2506864,1878927,1196610,584996,2290456,1726297,1186759,548210,1885040,1378788,733417,292431,1738060,1309077,789234,357776,1106093,795620,505094,231922,819796,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,0,
营业总成本(万元),444482,1912108,1526206,996471,491063,1466363,932415,576095,261078,1400088,997624,662387,313683,1590002,1222563,838081,417742,1800173,1317052,866237,469445,2075093,1573364,1129058,561095,2261503,1657400,1049976,518972,2053587,1507016,1018362,477481,1704337,1226313,628365,236896,1321149,994031,606005,307270,944667,658190,415819,197357,691440,
营业成本(万元),381853,1629320,1325528,861910,428903,1184093,752758,452528,217912,1132841,811208,539439,263583,1332597,1034593,712178,367068,1519978,1113099,741132,411251,1789161,1359301,979334,503664,1986508,1468675,934297,470272,1821541,1342734,913299,436203,1527303,1112522,575295,213909,1180259,889570,547460,280843,841547,615120,390372,186073,596635,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,0,
营业税金及附加(万元),14598,63236,46758,31593,16664,38190,18265,11351,5125,33283,22176,15295,8506,29048,21850,14770,7373,33687,26183,17148,9492,36706,29032,21362,11031,40866,31690,20425,10132,33476,26587,18502,8962,27219,20762,11104,4563,23490,17333,11049,5200,17120,12407,8049,3667,12818,
销售费用(万元),4701,19025,14081,9943,4366,14454,9226,5180,3246,18171,12453,9480,4124,21123,14860,9720,4571,22922,15784,10191,4683,22551,15841,10320,4663,23006,15065,9612,4374,22532,14858,9652,4116,19527,13304,6663,3139,16501,11230,5921,2515,12205,8081,4924,2184,11495,
管理费用(万元),16298,94047,59914,35946,16423,129452,79820,50613,23861,148247,103838,63233,24000,177131,124941,82876,32730,206530,142741,82992,39355,217191,159050,110391,40987,207099,138656,82742,33076,172473,119738,74827,27279,129350,78236,34826,14677,98674,74632,40449,18135,72242,20786,11628,5025,69446,
财务费用(万元),27033,99574,72610,49764,24706,79817,54246,38322,10934,63155,41062,28051,13469,27084,19291,11509,6000,15171,10197,5725,4664,5964,4489,1997,682,3549,2922,2508,1287,2954,2019,976,921,1861,2016,1157,609,359,1136,996,579,1238,1236,355,407,3357,
资产减值损失(万元),--,6906,7315,7315,--,20358,18100,18100,--,4392,6888,6888,--,3018,7028,7028,--,1886,9049,9049,--,3520,5650,5653,68,475,392,392,-169,611,1081,1106,--,-924,-527,-680,0,1865,129,129,--,315,560,560,0,-2311,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,0,0,
投资收益(万元),1074,4033,1881,1013,746,65938,32012,31006,904,3284,2591,2007,1280,-568,-1382,-1695,1105,1192,125,125,79,220,204,151,75,456,450,403,101,618,613,577,506,312,234,234,0,160,--,--,--,104,67,67,0,70,
对联营企业和合营企业的投资收益(万元),1074,4505,2354,1501,746,2480,2661,1655,904,3284,2591,2007,1280,2367,1553,1258,1105,1182,125,125,79,221,204,151,75,413,407,360,58,618,613,577,506,312,234,234,0,160,--,--,--,81,--,0,0,70,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,0,0,
