报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),241011,876033,584338,320273,170223,591500,415113,252713,108319,365552,263104,157681,70387,335595,254776,166145,81423,350020,265249,166947,82998,380203,288385,184072,82577,441145,319787,209702,108609,423834,303095,190040,11905,33923,16236,4739,2591,31084,23459,16412,5039,42797,29443,21369,13456,55753,40045,23536,13105,
营业收入(万元),241011,876033,584338,320273,170223,591500,415113,252713,108319,365552,263104,157681,70387,335595,254776,166145,81423,350020,265249,166947,82998,380203,288385,184072,82577,441145,319787,209702,108609,423834,303095,190040,11905,33923,16236,4739,2591,31084,23459,16412,5039,42797,29443,21369,13456,55753,40045,23536,13105,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--,
营业总成本(万元),267872,885037,585446,342982,188097,525710,337429,206881,95679,284222,197403,126489,54183,277457,207461,135734,66319,310899,231454,153781,78212,374518,291583,195027,90414,438796,323635,212479,110257,416647,310936,204336,16728,49829,28625,13657,7043,56509,40395,26550,8678,45725,34268,24075,13429,61359,41250,25185,13231,
营业成本(万元),254920,829898,544931,316177,174995,476007,303147,183684,85192,231430,167282,105768,48262,245395,183912,118845,59839,275455,208845,138896,70467,338803,264416,176757,101636,401073,296801,195270,101636,384165,286243,188061,15586,44747,25021,11460,6219,50813,37129,24412,7792,42759,31033,22066,12390,54222,38139,23553,12479,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--,
营业税金及附加(万元),2089,4591,3332,2049,1114,3889,1626,1193,579,2362,1599,1000,462,2590,1816,1294,661,2421,1785,1025,505,1592,1089,670,389,2353,1277,748,618,1991,1451,777,12,126,65,22,--,71,87,76,35,397,282,198,128,408,336,181,104,
销售费用(万元),168,856,506,246,96,493,258,136,60,188,95,69,31,217,85,52,15,279,162,96,32,397,202,114,75,360,219,142,77,272,168,104,--,0,--,0,0,54,14,--,--,14,14,--,0,38,39,2,0,
管理费用(万元),2592,12401,8404,5392,2243,10939,7767,5134,1963,18507,11280,9453,1688,8541,5397,3015,1358,7326,4958,2905,1261,7189,5092,3061,1349,7147,4863,2932,1219,6820,4332,2919,277,1754,1191,740,384,1648,1147,681,202,1229,1028,667,329,1774,1530,727,309,
财务费用(万元),8103,36610,28298,19143,9647,32216,23680,15760,7638,22852,17175,10228,3739,15325,12104,8380,4446,19522,15714,10859,5947,26526,20783,14424,7561,27862,20474,13387,6708,24601,18738,12470,849,3665,2851,1947,973,2897,2061,1381,649,2477,1910,1144,583,1683,1205,722,339,
资产减值损失(万元),--,681,-24,-24,--,2165,951,973,247,8883,-28,-28,--,5388,4147,4147,--,5896,-9,--,--,11,--,--,--,--,--,--,--,-1202,5,5,5,-463,-502,-512,-533,1025,-44,--,--,-1152,--,--,0,3234,--,--,--,
公允价值变动收益(万元),-940,-1006,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
投资收益(万元),-1467,-1868,-245,-269,18,-17,-10,-6,-2,--,--,--,--,--,--,--,--,--,--,--,--,200,200,--,--,-4632,-10694,-6756,-2971,-5816,-8672,-4802,-674,-1875,-1524,-248,2605,-15694,-12182,-3741,456,3830,-1007,-478,978,-1777,784,80,966,
对联营企业和合营企业的投资收益(万元),-1467,-1868,-245,-269,18,-17,-10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-14759,-10694,-6756,-2971,-5816,-8672,-4802,-674,-2015,-1524,-248,2605,-15709,--,--,456,3815,1033,-478,978,-1807,--,--,966,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--,
营业利润(万元),-29268,-11878,-1353,-22978,-17855,65773,77673,45826,12638,81331,65701,31192,16204,58138,47315,30411,15104,39121,33795,13166,4786,5885,-2997,-10955,-7836,-2282,-14542,-9533,-4619,1371,-16512,-19098,-5497,-17780,-13914,-9167,-1847,-41120,-29117,-13880,-3183,901,-5832,-3184,1005,-7383,-421,-1568,841,
营业外收入(万元),273,14879,10748,10648,2440,379,120,80,31,3002,89,48,17,1461,577,231,9,462,278,208,9,203,154,45,36,5062,1310,394,57,2173,261,94,26,78,58,37,17,194,54,--,--,407,347,--,0,50,18,18,18,
营业外支出(万元),65,137,130,128,114,114,5,1,--,172,27,7,--,260,256,0,0,100,2597,10,2,1004,258,253,2,290,54,7,4,137,15,11,--,0,0,0,--,148,9,9,--,0,15,0,0,124,76,90,39,
非流动资产处置损失(万元),--,--,14,14,--,37,3,--,--,118,--,--,--,259,256,--,--,60,2584,--,--,484,--,--,--,144,--,--,--,5,--,--,--,0,--,0,--,148,9,--,--,0,--,--,0,11,--,--,--,
利润总额(万元),-29059,2864,9264,-12458,-15529,66038,77789,45905,12668,84160,65763,31233,16221,59339,47635,30643,15112,39483,31476,13365,4793,5084,-3102,-11163,-7802,2489,-13286,-9146,-4566,3407,-16265,-19016,-5471,-17703,-13856,-9130,-1830,-41074,-29072,-13889,-3183,1308,-5500,-3184,1005,-7457,-478,-1641,819,
所得税费用(万元),-1116,248,1197,-4400,210,17595,19940,11325,3151,21693,16669,7832,4139,12226,8731,4170,3592,4815,3855,541,--,29,16,16,15,2,27,21,11,342,24,--,-1,117,126,128,133,-532,-247,--,--,167,94,94,94,-140,35,27,--,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--,
净利润(万元),-27944,2616,8068,-8058,-15739,48444,57849,34580,9517,62467,49094,23400,12081,47113,38904,26472,11520,34668,27620,12824,4793,5056,-3117,-11179,-7818,2488,-13313,-9167,-4577,3065,-16289,-19016,-5469,-17819,-13982,-9258,-1963,-40543,-28825,-13889,-3183,1142,-5595,-3278,911,-7317,-513,-1669,819,
归属于母公司所有者的净利润(万元),-20135,5353,9370,-4881,-11888,45979,54886,32193,8501,55991,43763,19617,9493,37036,30407,20869,8762,29127,22991,10876,4313,4312,-1895,-8854,-6383,1635,-14438,-10852,-5154,2136,-15205,-16336,-5469,-17819,-13982,-9258,-1963,-40543,-28825,-13889,-3183,1139,-5594,-3278,911,-7295,-514,-1669,819,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,88,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-7809,-2737,-1303,-3176,-3851,2464,2963,2386,1016,6476,5331,3783,2588,10077,8497,5604,2758,5540,4630,1948,480,744,-1222,-2325,-1435,852,1125,1684,577,929,-1084,-2680,--,0,--,0,--,--,--,--,--,3,-0,-0,0,-22,1,0,0,
基本每股收益,-0.18,0.05,0.08,-0.04,-0.11,0.54,0.64,0.38,0.1,0.65,0.51,0.23,0.11,0.43,0.49,0.33,0.14,0.47,0.37,0.17,0.07,0.07,-0.03,-0.14,-0.1,0.03,-0.23,-0.17,-0.08,0.03,-0.24,-0.31,-0.13,-0.41,-0.33,-0.22,-0.05,-0.94,-0.67,-0.32,-0.07,0.03,-0.13,-0.08,0.02,-0.17,-0.01,-0.04,0.02,
