报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),2010535,1537667,821357,340865,1675685,1257115,708379,283845,988984,688952,367261,99224,1055545,920171,605383,240233,2063634,1666129,1081278,465237,2319590,1839494,1202547,517927,2658624,2150492,1414160,582187,2795120,2210437,1402453,669487,2366600,1807434,1138806,515124,1645257,1214740,751847,326715,2003553,1678507,1041635,443356,1279076,937130,596786,266787,889212,628617,380202,155530,
营业收入(万元),2010535,1537667,821357,340865,1675685,1257115,708379,283845,988984,688952,367261,99224,1055545,920171,605383,240233,2063634,1666129,1081278,465237,2319590,1839494,1202547,517927,2658624,2150492,1414160,582187,2795120,2210437,1402453,669487,2366600,1807434,1138806,515124,1645257,1214740,751847,326715,2003553,1678507,1041635,443356,1279076,937130,596786,266787,889212,628617,380202,155530,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,0,0,0,0,0,--,0,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,0,0,0,0,0,--,0,0,0,--,
营业总成本(万元),1926760,1468743,800259,326651,1565553,1180507,678472,256745,1020694,746720,399154,144033,1306452,1097439,690761,282377,2273424,1793447,1156395,483823,2311325,1823504,1193487,509575,2644763,2146138,1395639,580089,2744332,2146116,1356764,649820,2304621,1750840,1097357,495243,1647903,1220142,770838,333444,1984809,1619054,992913,429006,1236019,906826,580728,261338,872098,615574,373824,160161,
营业成本(万元),1753630,1336101,730124,300243,1440198,1076352,609489,234725,889154,641919,327729,106225,1158650,996042,621308,247107,2032710,1639669,1057730,439831,2133598,1689948,1100568,467939,2471590,2017050,1320219,541585,2563588,2019336,1285456,616603,2135463,1637582,1022546,459921,1518863,1131394,716715,331889,1814862,1509604,920652,400937,1126727,816074,525951,239968,800560,563336,343451,146193,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,
