报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),40581,25987,11251,51872,38008,24327,10000,54823,41424,27494,10218,60307,60749,55185,51670,
营业收入(万元),40581,25987,11251,51872,38008,24327,10000,54823,41424,27494,10218,60307,60749,55185,51670,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),38754,24518,10770,48407,35122,22182,9166,49521,37308,24563,9323,55143,55561,50484,47289,
营业成本(万元),32376,20399,8889,38882,28362,18057,7396,40542,30598,20285,7464,45287,45648,40942,38405,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),235,153,46,386,133,95,24,306,188,145,18,410,310,249,173,
销售费用(万元),1506,949,468,2398,1686,985,416,2254,1701,1111,524,2454,2516,2210,1912,
管理费用(万元),4214,2759,1279,6340,4527,2612,1101,5607,4081,2506,1123,6039,5904,5551,5464,
财务费用(万元),363,214,64,243,265,241,167,751,594,432,181,796,1092,1462,1128,
资产减值损失(万元),60,44,24,158,149,192,63,60,145,85,13,156,90,70,207,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1827,1469,481,3465,2886,2145,835,5302,4116,2931,895,5164,5187,4701,4381,
营业外收入(万元),1001,730,593,899,1011,700,432,733,521,196,230,699,817,862,302,
营业外支出(万元),10,4,0,529,64,1,1,137,88,87,0,90,138,169,18,
非流动资产处置损失(万元),4,2,--,529,62,1,--,65,16,14,--,44,133,163,18,
利润总额(万元),2819,2195,1073,3836,3833,2845,1265,5897,4549,3040,1125,5774,5866,5394,4664,
所得税费用(万元),414,314,190,724,892,663,275,1318,1047,741,238,1298,1391,686,599,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2405,1881,883,3112,2941,2182,990,4580,3502,2299,887,4475,4475,4708,4065,
归属于母公司所有者的净利润(万元),2405,1881,883,3112,2941,2182,990,4580,3502,2299,887,4475,4475,4708,4065,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.11,0.09,0.04,0.15,0.15,0.11,0.05,0.28,0.21,0.14,0.05,0.27,0.27,0.28,0.26,
稀释每股收益,0.11,0.09,0.04,0.15,0.15,0.11,0.05,0.28,0.21,0.14,0.05,0.27,0.27,0.28,0.26,
