报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),27751,62531,21438,15648,7606,32758,23114,14149,4620,34453,24497,15559,5619,33394,24362,15036,7638,28693,20546,13348,6687,24917,19284,13666,6383,28255,21801,14659,19442,11384,8162,
营业收入(万元),27751,62531,21438,15648,7606,32758,23114,14149,4620,34453,24497,15559,5619,33394,24362,15036,7638,28693,20546,13348,6687,24917,19284,13666,6383,28255,21801,14659,19442,11384,8162,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),24905,56512,21617,15405,7485,31917,22674,13276,4491,32510,22862,14231,5292,30579,22221,13833,6865,26053,18130,11382,5626,20321,15642,10999,5052,22395,17093,11401,15343,9719,7455,
营业成本(万元),20168,46592,15830,11678,5919,23444,16913,10046,3161,25499,18241,11246,4211,24817,18321,11360,5631,21527,15076,9630,4545,15996,12240,8751,4071,17976,13927,9312,12531,7694,5732,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),344,604,317,261,109,332,170,69,27,292,241,208,122,184,141,70,30,181,85,62,27,261,213,123,70,253,206,138,204,52,44,
销售费用(万元),673,2135,1385,943,411,1741,1231,721,331,1827,1129,766,350,1703,1173,798,411,1593,1115,742,421,1442,994,675,247,1169,900,626,982,689,668,
管理费用(万元),3720,7057,4017,2541,1309,5021,3753,2444,1089,4322,2898,1773,697,3523,2476,1634,767,2938,2186,1403,694,2678,1939,1276,616,2547,1845,1183,1627,939,844,
财务费用(万元),43,165,111,60,4,51,66,43,24,-182,-134,-121,-13,-480,-371,-376,48,-542,-500,-519,-40,-509,-117,-122,2,251,200,126,110,132,128,
资产减值损失(万元),-43,-42,-43,-77,-267,1328,541,-47,-140,752,487,360,-76,832,481,346,-22,356,168,63,-21,453,373,295,48,199,16,16,-111,213,39,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),21,28,15,12,4,73,60,37,30,96,84,48,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
