报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),11560,38837,28053,18881,9773,34411,23671,12532,4895,23979,15529,10171,3441,23171,16761,4245,21313,17043,10331,
营业收入(万元),11549,38837,28053,18881,9773,34411,23671,12532,4895,23979,15529,10171,3441,23171,16761,4245,21313,17043,10331,
利息收入(万元),11,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),9825,30118,21281,14247,6844,24651,16289,8307,3909,15462,9622,6182,2565,11481,7433,2465,7295,7019,5032,
营业成本(万元),6528,18169,13280,9200,4479,15649,10373,4794,1989,6734,3929,2522,994,4356,3163,1328,1953,1215,674,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),72,194,137,91,53,169,90,52,16,174,127,95,29,333,223,43,373,1086,674,
销售费用(万元),1802,5926,4199,2575,1002,3815,2715,1413,796,3885,2695,1643,672,2776,1526,377,1942,2111,1756,
管理费用(万元),1479,6373,4225,2772,1365,5673,3740,2427,1270,4907,3153,2085,1071,4116,2697,826,2964,2495,1825,
财务费用(万元),-144,-746,-634,-428,-197,-683,-660,-354,-144,-379,-301,-208,-94,-284,-192,-47,-136,-117,-56,
资产减值损失(万元),88,202,74,36,143,27,32,-25,-18,141,20,44,-107,183,14,-61,199,230,158,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),35,534,289,144,80,285,-5,12,--,5,5,5,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),-12,-7,-13,-10,--,--,--,12,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2193,9464,7073,4787,3009,10045,7377,4237,986,8522,5912,3994,876,11690,9329,1780,14017,10023,5299,
营业外收入(万元),1,94,52,8,6,1551,566,170,3,288,236,230,182,181,142,62,361,362,63,
营业外支出(万元),--,54,3,0,--,77,--,--,--,--,--,--,3,0,0,0,5,2,41,
非流动资产处置损失(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,4,1,0,
利润总额(万元),2194,9504,7122,4794,3015,11518,7943,4407,989,8809,6148,4224,1055,11871,9471,1842,14372,10383,5321,
所得税费用(万元),189,915,783,589,384,543,1000,531,101,1158,752,563,246,1309,1107,295,1700,1248,-98,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2006,8589,6339,4205,2630,10975,6943,3876,888,7651,5396,3661,810,10562,8364,1546,12672,9135,5419,
归属于母公司所有者的净利润(万元),2006,8589,6339,4205,2630,10975,6943,3876,888,7651,5396,3661,810,10562,8364,1546,12672,9135,5419,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.08,0.36,0.26,0.18,0.11,0.46,0.29,0.16,0.07,0.85,0.6,0.41,0.09,1.17,0.93,0.17,1.41,1.02,0.67,
稀释每股收益,0.08,0.36,0.26,0.18,0.11,0.46,0.29,0.16,0.07,0.85,0.6,0.41,0.09,1.17,0.93,0.17,1.41,1.02,0.67,
