报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
研发费用(万元),18,--,169,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
营业税金及附加(万元),90,1702,1508,1203,888,3475,2070,1131,668,4046,2668,2242,1220,3058,1745,1267,668,2162,1243,646,287,1319,971,611,353,1060,819,541,273,433,183,--,--,30,0,0,--,141,4,2,--,34,7,7,--,8,0,0,0,0,0,0,0,
销售费用(万元),9519,16008,11922,8706,4114,17932,13304,8424,3917,18413,11094,10041,5630,16574,12326,8064,4603,18641,13368,9581,5061,15026,10518,6542,3059,9761,6619,3931,1633,3456,1385,0,0,586,427,262,130,334,189,140,98,591,294,357,188,611,504,345,175,1436,863,512,203,
管理费用(万元),3397,13472,11519,7890,3394,15633,10657,6742,3005,15706,10110,6874,3403,10079,5578,3766,1573,7432,4661,3264,1391,5797,4458,3168,1048,4136,3018,2011,854,3562,1443,249,177,1904,1118,866,494,1087,894,597,227,1373,1206,804,428,1851,1853,1208,406,2647,1391,840,467,
财务费用(万元),4284,119957,30075,16369,1826,23253,8874,8134,4855,15084,194,3123,1827,3180,1864,1608,322,3705,2667,1531,1884,3208,2517,1860,822,2830,1638,786,574,1378,1488,-47,-7,534,538,360,180,3298,2753,1800,896,3474,2584,1701,814,4520,2858,1961,942,5188,3195,2080,1167,
资产减值损失(万元),39255,192665,4048,-2237,-8,20408,-546,-722,-673,2836,6706,7267,6,6133,1354,1295,50,1694,904,721,--,4027,-0,-0,--,1179,-68,1170,--,215,663,2,-0,1487,1214,1158,628,2072,2094,2114,374,11178,2593,1927,1747,1424,403,471,0,2039,-707,-499,0,
公允价值变动收益(万元),0,331,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
投资收益(万元),435,6901,4782,4194,2521,41820,37514,33515,1825,969,911,566,364,981,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,-1998,--,--,--,0,0,0,--,--,0,0,--,-9,--,0,0,0,0,0,0,
对联营企业和合营企业的投资收益(万元),0,2134,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
汇兑收益(万元),0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,0,0,0,0,0,1,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
营业利润(万元),-90275,-311003,-17899,10193,10908,132903,96170,49108,11436,141281,96405,68775,20353,39719,14816,8541,3598,16485,13697,7949,3911,17888,15926,8087,3474,23446,16583,9854,5113,18859,10334,-204,-170,-9767,-2008,-1758,-1389,-4480,-5566,-4424,-1250,-15314,-7170,-5123,-3209,-7493,-4439,-2906,-1201,-11069,-3799,-1908,-1080,
营业外收入(万元),229,1149,7708,7272,4485,2243,5361,3724,3393,3009,4194,1663,817,889,574,376,412,1426,989,788,447,1375,984,263,262,797,384,39,18,40857,39931,39883,39883,266,70,57,57,6378,1,0,0,60,61,17,11,11813,75,29,3,79,63,61,3,
营业外支出(万元),0,517,146,96,11,542,30,26,14,82,62,3,0,669,528,25,0,35,26,22,7,42,3,2,1,17,10,5,3,90,80,--,--,6776,3,3,0,885,824,1,--,2028,7,7,1,2393,1,0,0,1047,10,14,3,
非流动资产处置损失(万元),--,--,--,--,--,--,12,--,--,64,56,--,--,13,--,--,--,5,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,6,0,--,--,0,--,0,0,0,0,0,0,
利润总额(万元),-90046,-310370,-10337,17370,15382,134604,101500,52805,14815,144209,100536,70435,21170,39939,14861,8893,4010,17875,14660,8715,4351,19221,16908,8348,3736,24226,16956,9887,5129,59626,50185,39679,39712,-16277,-1942,-1704,-1333,1013,-6389,-4424,-1249,-17282,-7116,-5113,-3199,1927,-4366,-2877,-1199,-12037,-3747,-1861,-1080,
所得税费用(万元),-5738,-3119,7220,9459,4848,23622,22224,12739,3415,31646,24723,17130,5107,9243,3052,1864,853,3378,3143,1782,667,4442,4167,2445,923,6254,4357,2593,1243,4984,2683,--,--,--,--,--,--,--,0,--,--,--,0,--,--,45,102,82,37,61,34,41,23,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,-1031,-625,0,0,1101,435,0,
净利润(万元),-84308,-307251,-17557,7910,10534,110982,79276,40066,11400,112562,75814,53305,16063,30695,11809,7029,3157,14497,11517,6933,3684,14780,12741,5903,2813,17972,12599,7294,3886,54642,47503,39679,39712,-16277,-1942,-1704,-1333,1013,-6389,-4424,-1249,-17282,-7116,-5113,-3199,1882,-4468,-2959,-1236,-12098,-3781,-1902,-1103,
归属于母公司所有者的净利润(万元),-80509,-284706,-16841,7660,10001,102157,72835,36827,10840,103729,69988,48933,15299,29763,11983,7176,3209,14242,11223,6842,3667,14669,12654,5848,2791,17742,12393,7190,3827,54642,47503,39679,39712,-15702,-1942,-1704,-1333,1011,-6391,-4425,-1250,-17282,-7112,-5112,-3194,1798,-3281,-2249,-590,-12186,-2334,-1395,-1128,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,5272,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,0,0,0,
少数股东损益(万元),-3799,-22545,-715,250,534,8826,6441,3239,560,8833,5826,4372,765,932,-175,-147,-52,255,294,91,17,111,87,55,22,230,206,104,59,--,--,--,--,-576,-0,-0,-0,2,2,1,0,0,-5,-1,-5,84,-156,-85,-77,89,-346,-72,27,
基本每股收益,-0.38,-1.45,-0.08,0.04,0.05,0.48,0.34,0.35,0.1,0.98,0.66,0.46,0.14,0.46,0.21,0.13,0.06,0.26,0.21,0.12,0.07,0.26,0.23,0.1,0.05,0.32,0.22,0.13,0.07,0.98,0.85,2.14,2.14,-0.85,-0.1,-0.09,-0.07,0.05,-0.34,-0.24,-0.07,-0.93,-0.38,-0.28,-0.17,0.1,-0.18,-0.12,-0.07,-0.66,-0.13,-0.08,-0.05,
稀释每股收益,-0.38,-1.45,-0.08,0.04,0.05,0.48,0.34,0.35,0.1,0.98,0.66,0.46,0.14,0.46,0.21,0.13,0.06,0.26,0.21,0.12,0.07,0.26,0.23,0.1,0.05,0.32,0.22,0.13,0.07,0.98,0.85,2.14,2.14,-0.85,-0.1,-0.09,-0.07,0.05,-0.34,-0.24,-0.07,-0.93,-0.38,-0.28,-0.17,0.1,-0.18,-0.12,-0.07,-0.66,-0.13,-0.08,-0.05,
