报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),75771,56647,38191,19526,68572,49318,31225,15729,51770,36148,23899,10968,41137,30343,20575,8690,37107,27422,17743,8249,33768,25375,15987,6488,26428,20060,14951,5957,37295,20164,37189,35079,36985,
营业收入(万元),75771,56647,38191,19526,68572,49318,31225,15729,51770,36148,23899,10968,41137,30343,20575,8690,37107,27422,17743,8249,33768,25375,15987,6488,26428,20060,14951,5957,37295,20164,37189,35079,36985,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),61530,45727,31026,16141,56907,40771,25673,13155,43054,30445,20081,9449,36504,26928,18356,8045,34549,25257,16506,7770,31374,23350,14876,6124,24586,18146,13168,5618,30554,16553,30532,29127,32558,
营业成本(万元),42551,32098,21891,11328,39051,28038,17782,8898,28886,20066,13502,6412,23725,18323,12485,5327,23597,17511,11332,5150,21197,15960,10065,3953,16528,12175,9025,3859,21391,11849,21285,19994,23050,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),11970,8619,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),183,118,89,45,168,144,129,34,110,17,17,5,25,25,3,1,9,9,9,9,4,4,4,4,--,--,--,--,--,--,--,--,--,
销售费用(万元),2243,1460,1022,663,2088,1425,999,631,2021,1334,770,425,1413,1112,784,428,1181,905,590,283,1280,869,520,113,1166,683,538,153,1455,680,1610,1766,2415,
管理费用(万元),4676,3658,7943,3407,14312,10481,6795,3413,13171,9148,5713,2663,11003,7672,5156,2321,10240,7540,4950,2443,9629,7144,4652,2284,7424,5419,3395,1632,7431,3686,7304,7152,6601,
财务费用(万元),-309,-253,62,650,888,451,-169,-57,-1430,-401,-149,-129,-1120,-786,-620,-325,-1182,-921,-609,-264,-938,-831,-521,-286,-720,-414,-74,-27,140,96,135,-27,179,
资产减值损失(万元),216,27,18,48,400,232,137,237,296,281,228,73,1458,582,549,294,704,214,234,150,202,204,156,57,187,283,283,1,138,242,199,242,313,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
