报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),23195,80227,57186,36632,15506,55060,41570,26286,11119,46289,32627,20398,8046,22236,12845,8479,3495,12668,8070,5634,2716,10169,7273,5296,2550,8071,4131,5869,3877,2331,
营业收入(万元),23195,80227,57186,36632,15506,55060,41570,26286,11119,46289,32627,20398,8046,22236,12845,8479,3495,12668,8070,5634,2716,10169,7273,5296,2550,8071,4131,5869,3877,2331,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),18375,58201,39112,25008,10921,36921,27628,18588,7802,32680,23331,14341,5119,15905,9307,5791,2155,6975,3670,2187,1038,5046,3559,2391,1149,3835,2013,2694,1943,1183,
营业成本(万元),10314,29977,19530,11554,5388,13481,10311,6350,2664,12452,8930,5848,2272,8376,5147,3320,1205,3230,1884,1186,556,1944,1348,879,381,1354,656,947,601,508,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),231,895,702,489,180,722,475,303,118,508,362,210,79,177,93,57,27,97,60,45,27,82,66,41,5,71,39,8,0,--,
销售费用(万元),4115,13413,8191,5526,1962,9784,6508,4470,2144,7900,5124,2986,1081,3404,1806,1109,392,2005,1123,672,285,1747,1060,704,370,1054,568,790,705,315,
管理费用(万元),2708,11074,8103,5388,2741,10617,8237,5727,2451,9414,6308,3921,1471,3825,2003,1186,525,2365,1280,735,382,1744,1053,707,387,1287,720,901,612,355,
财务费用(万元),345,1502,846,681,314,1160,976,709,360,1287,913,535,195,435,135,-13,-31,-856,-738,-527,-266,-504,-8,4,6,21,6,30,17,-2,
资产减值损失(万元),661,1339,1740,1370,337,1157,1120,1029,65,1119,1694,840,21,-311,123,132,37,134,61,76,54,34,40,55,--,48,24,19,7,6,
