报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),637160,440280,301658,161655,571405,411391,280308,141165,548883,395895,274166,143313,592623,436700,300090,154320,572264,415049,284373,140730,593467,445636,542372,259571,435312,370815,308755,
营业收入(万元),637160,440280,301658,161655,571405,411391,280308,141165,548883,395895,274166,143313,592623,436700,300090,154320,572264,415049,284373,140730,593467,445636,542372,259571,435312,370815,308755,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),603892,413713,283410,150269,535785,380570,260891,131636,512634,366505,253933,133937,549309,405549,276284,145451,533496,386321,264188,135387,561230,417466,513416,241637,405228,349013,278049,
营业成本(万元),558339,377853,258531,138815,492534,344340,236663,120559,463593,328473,226568,120312,499636,371081,252704,134293,488569,355732,242156,125206,522598,387745,471151,221868,365968,307838,240909,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),703,490,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),5467,3496,2365,780,5688,3906,3004,1016,7579,4095,2718,1542,6349,4093,2807,1316,5238,3561,2480,1053,5096,3485,4613,2023,4189,3657,3204,
销售费用(万元),20567,13836,9313,4543,19252,13491,9034,4588,19380,14200,9493,4897,21244,15071,10039,4788,22549,14779,9471,4610,21303,14250,21071,9965,18871,17204,18679,
管理费用(万元),19702,18456,13328,6029,20415,20433,12902,5400,19986,17940,12890,6935,24506,17428,12763,6032,22515,14409,10207,4413,22667,18248,25484,11386,20576,19528,16374,
财务费用(万元),-841,-543,-205,194,-2663,-1712,-759,41,-708,1957,2068,242,-2794,-2096,-2071,-977,-6703,-2264,-228,122,-10758,-6317,-9096,-3765,-4316,916,-1049,
资产减值损失(万元),-45,125,78,-92,558,111,46,30,2804,-160,195,8,368,-28,42,-0,1328,103,103,-18,325,56,193,161,-59,-130,-68,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),4435,3289,1745,995,4546,3160,1646,646,2626,2300,2115,979,576,19,-55,--,484,270,140,--,352,275,134,99,2336,364,242,
对联营企业和合营企业的投资收益(万元),4003,3236,1730,995,4062,2950,1532,547,2170,2037,1852,--,280,--,-147,--,88,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),42163,33254,23141,12680,42454,33981,21064,10175,38875,31691,22349,10355,43889,31170,23751,8869,39252,28999,20324,5344,32588,28444,29090,18033,32421,22166,30948,
营业外收入(万元),2749,2539,1442,324,2204,2326,1552,948,6070,3099,1714,769,3188,2239,1955,1014,4047,2885,2036,1446,5081,1362,3445,1528,2220,5862,3721,
营业外支出(万元),790,567,374,313,967,200,124,31,1303,525,221,110,253,94,49,12,322,249,241,26,491,162,119,56,579,367,509,
非流动资产处置损失(万元),--,--,--,--,--,40,44,5,34,3,11,2,97,3,10,2,50,16,14,1,288,50,53,45,309,169,286,
利润总额(万元),44121,35226,24209,12692,43691,36108,22492,11092,43642,34265,23842,11015,46825,33315,25657,9871,42977,31635,22118,6764,37178,29644,32417,19505,34062,27662,34160,
所得税费用(万元),7302,6078,4544,1995,7255,5446,3798,1670,6980,6539,3399,1604,7997,4961,4067,1183,7409,5313,3644,1458,6408,4946,5241,3394,5841,4713,5818,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
