报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),33604,21668,9941,51357,30500,20126,9789,41006,27267,16012,6689,30325,18035,11761,5709,22003,12665,7247,2504,20471,10853,8591,3544,15522,13145,10601,6361,
营业收入(万元),33604,21668,9941,51357,30500,20126,9789,41006,17029,16012,6689,30325,18035,11761,5709,22003,12665,7247,2504,20471,10853,8591,3544,15522,13145,10601,6361,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),33328,21762,10099,50860,31276,21371,10817,43018,27207,15500,6581,28819,17878,11385,5565,18977,11377,6275,2384,16060,9133,7031,3244,11306,8655,6584,4486,
营业成本(万元),20967,13524,6025,33298,18461,12976,6204,26940,17029,9334,3772,17492,9638,6106,3084,11766,6540,3467,1221,10223,5447,4386,2141,6900,5000,3537,1795,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),255,142,44,409,203,118,45,272,84,39,4,132,57,35,11,70,35,20,9,56,40,30,12,45,259,195,106,
销售费用(万元),1925,1320,645,2699,1865,1213,559,2436,1495,956,371,1866,1458,854,399,1240,824,531,259,902,614,437,177,622,461,303,447,
管理费用(万元),9705,6189,3136,13466,9907,6616,3823,11506,8172,4939,2440,9636,6828,4474,2143,6674,4403,2597,1021,4878,3084,2152,843,3796,3104,2425,2084,
财务费用(万元),-50,-64,-0,23,-10,-41,-30,-164,-182,-177,-113,-410,-333,-252,-149,-784,-508,-359,-133,-176,-143,-105,-51,-220,-160,-7,17,
资产减值损失(万元),526,651,250,965,851,489,216,2029,608,410,107,102,230,168,77,10,82,19,8,177,92,132,121,163,-10,131,38,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,
投资收益(万元),144,153,-3,2,-119,-132,-64,-136,-137,-77,-18,51,87,65,-16,-5,--,--,--,--,--,--,--,--,--,1,0,
对联营企业和合营企业的投资收益(万元),--,153,-3,-65,--,--,--,-136,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),552,144,-161,799,-832,-1376,-1092,-2149,-77,434,89,1558,245,440,128,3022,1288,972,120,4411,1720,1560,300,4216,4491,4017,1878,
营业外收入(万元),381,114,142,150,335,165,39,93,240,199,139,624,766,237,95,1081,743,364,162,675,436,276,82,937,250,72,17,
营业外支出(万元),8,18,10,105,20,0,0,88,21,21,--,57,35,35,--,3,0,--,--,11,8,8,1,1,6,2,5,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,4,--,--,--,--,--,--,--,
利润总额(万元),925,240,-30,843,-517,-1211,-1053,-2144,142,612,229,2124,976,642,223,4100,2031,1336,282,5075,2148,1829,381,5151,4734,4088,1891,
所得税费用(万元),248,43,-38,5,-58,-23,-34,58,-197,48,44,60,27,-11,-29,239,185,132,38,425,385,323,75,694,603,509,225,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),677,197,9,838,-460,-1189,-1019,-2202,339,564,184,2064,949,654,252,3861,1846,1204,245,4650,1763,1506,306,4457,4131,3579,1666,
归属于母公司所有者的净利润(万元),1346,591,272,1266,168,-690,-764,-1949,669,753,285,2139,993,705,274,3861,1846,1204,245,4650,1763,1506,306,4457,4131,3536,1596,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-669,-394,-263,-428,-628,-498,-256,-253,-331,-188,-101,-75,-44,-51,-22,--,--,--,--,--,--,--,--,--,--,43,69,
基本每股收益,0.1,0.04,0.02,0.09,0.01,-0.05,-0.06,-0.14,0.05,0.05,0.02,0.16,0.09,0.08,0.04,0.57,0.27,0.18,0.04,0.77,0.29,0.25,0.05,0.74,0.69,--,--,
稀释每股收益,0.1,0.04,0.02,0.09,0.01,-0.05,-0.06,-0.14,0.05,0.05,0.02,0.16,0.09,0.08,0.04,0.57,0.27,0.18,0.04,0.77,0.29,0.25,0.05,0.74,0.69,--,--,
