报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),14717,117931,85429,58464,13989,123972,83932,61193,13778,159337,111257,75626,17234,195799,113086,75879,18278,165246,94048,60257,13836,151218,84176,57316,148781,133962,98873,
营业收入(万元),14717,117931,85429,58464,13989,123972,83932,61193,13778,159337,111257,75626,17234,195799,113086,75879,18278,165246,94048,60257,13836,151218,84176,57316,148781,133962,98873,
利息收入(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),20350,115422,82147,54963,18169,117681,81054,58046,18180,147316,105399,69401,21933,174315,107249,69658,23129,149839,90172,56240,19437,139265,80683,52676,135891,128668,89174,
营业成本(万元),12367,78090,57612,37897,9817,80157,53972,38915,9325,102624,71350,47465,11393,127336,75693,48827,12667,110336,63559,40069,10511,107271,59499,39252,105548,96556,71760,
利息支出(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),461,1886,1344,948,524,1279,617,401,208,1692,1197,886,319,1640,1056,751,131,1518,942,595,147,1049,659,462,1206,304,130,
销售费用(万元),4096,17524,12666,8913,4484,17053,12546,8710,4649,20805,16783,10294,5978,24338,18564,11583,6769,21568,14799,8845,5305,16146,11661,7550,15307,13593,9322,
管理费用(万元),3119,12419,8998,5955,3437,14904,12722,8684,4275,17487,13285,8406,4350,16710,10827,7020,3831,14031,9958,5918,3351,11914,8310,4938,10579,15778,6673,
财务费用(万元),419,333,59,-66,-211,-441,-446,-162,-93,-280,60,-150,-58,244,22,-163,-224,-243,-212,-152,-141,779,966,879,1470,433,466,
资产减值损失(万元),-111,5170,1468,1316,118,4729,1643,1498,-185,4988,2726,2501,-50,4047,1086,1641,-45,2629,1126,965,264,2107,-411,-406,1781,2004,823,
公允价值变动收益(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
