报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),30233,19304,8688,27767,20785,13733,6427,27727,21749,14482,7039,30818,32329,39092,39687,
营业收入(万元),30233,19304,8688,27767,20785,13733,6427,27727,21749,14482,7039,30818,32329,39092,39687,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),25734,16745,7575,23396,17063,11705,5539,24024,18741,12900,6390,27277,28254,35587,33398,
营业成本(万元),21847,14222,6449,18863,14246,9462,4464,19874,15643,10799,5356,22754,23595,30408,28523,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),254,150,65,233,135,103,65,204,143,103,63,257,225,273,276,
销售费用(万元),1400,896,371,1551,1018,622,256,1316,992,661,282,1497,1534,1297,1517,
管理费用(万元),2250,1516,679,2918,1952,1301,591,2478,1741,1173,532,2692,2703,2947,2939,
财务费用(万元),-65,-55,-34,-103,-241,-36,12,-54,4,27,24,-10,174,424,192,
资产减值损失(万元),48,16,43,-67,-47,253,151,206,218,138,135,88,22,239,-51,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,3,--,--,--,--,217,
投资收益(万元),234,159,64,10,--,--,--,13,13,11,--,--,--,--,-316,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4732,2718,1177,4381,3722,2028,887,3717,3021,1596,648,3541,4075,3505,6190,
营业外收入(万元),245,140,31,461,155,101,71,271,167,96,85,122,285,285,143,
营业外支出(万元),87,70,32,83,22,4,2,17,17,14,0,30,45,49,159,
非流动资产处置损失(万元),--,--,--,16,--,--,--,2,--,--,--,21,16,17,77,
利润总额(万元),4890,2787,1177,4760,3855,2125,956,3971,3171,1678,733,3633,4315,3741,6174,
所得税费用(万元),770,433,167,826,692,395,187,662,553,258,105,598,751,596,891,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4121,2354,1010,3933,3163,1730,769,3310,2619,1421,629,3034,3564,3145,5283,
归属于母公司所有者的净利润(万元),4121,2354,1010,3933,3163,1730,769,3310,2619,1421,629,3034,3564,2998,5121,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,147,163,
基本每股收益,0.31,0.18,0.08,0.34,0.29,0.17,0.08,0.33,0.26,0.14,0.06,0.3,0.35,0.31,0.57,
稀释每股收益,0.31,0.18,0.08,0.34,0.29,--,0.08,0.33,0.26,0.14,0.06,0.3,0.35,0.31,0.57,
