报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),472279,2153387,1579065,987482,462165,1401790,874050,557181,265028,853691,552587,343895,175843,396081,212115,120322,57578,84182,28778,19835,8390,44635,30882,18961,8119,48543,34215,22815,8762,48691,32518,21373,40304,32686,21235,
营业收入(万元),472279,2153387,1579065,987482,462165,1401790,874050,557181,265028,853691,552587,343895,175843,396081,212115,120322,57578,84182,28778,19835,8390,44635,30882,18961,8119,48543,34215,22815,8762,48691,32518,21373,40304,32686,21235,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),444930,2079008,1481367,925778,430894,1308291,808860,515689,242235,804154,514852,322113,163919,375660,197482,111149,54112,79709,27210,18607,7772,40408,27221,16835,7198,42267,28982,19069,7115,40466,27091,18148,34476,28535,18287,
营业成本(万元),267800,1279454,970999,592847,255538,704100,451111,290416,134353,441029,282431,170618,88151,175845,86898,51839,25419,39971,15220,10565,4257,23951,16084,9521,4134,26482,18666,12514,5028,29901,19833,13198,26392,22478,14522,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),3047,6253,8510,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),268,972,685,401,111,438,139,118,23,327,28,21,16,223,143,69,51,347,249,166,52,426,296,178,51,458,307,257,78,376,194,137,258,218,78,
销售费用(万元),149310,678520,463212,299351,156331,539091,325308,206234,101240,334813,217011,142227,72924,189217,105624,56437,26925,31588,6949,4741,2215,8914,6040,4033,1451,7707,4680,2803,890,4782,3430,2399,4361,2388,930,
管理费用(万元),13754,36175,24394,19287,7512,30461,22556,14364,4893,22044,13131,8003,2356,11452,5054,3118,1814,6213,3740,2498,1021,5851,4266,2667,1515,6260,4381,2875,1034,4401,2980,1972,2850,2962,2405,
财务费用(万元),8397,18537,10118,10285,11116,21948,6143,2495,1764,1058,1334,169,237,-373,371,329,78,1026,735,492,272,591,258,219,48,651,334,219,86,803,601,401,579,526,407,
资产减值损失(万元),695,59098,3449,3607,286,12253,3602,2063,-38,4883,916,1075,235,-703,-607,-643,-176,565,316,146,-44,676,276,218,--,708,614,402,--,202,53,41,37,-38,-56,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-55,759,995,771,579,704,564,313,-75,4138,-206,85,--,-26,-29,-23,-61,60,105,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),-55,-435,-22,-18,--,-320,--,-132,--,-146,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),27309,76134,98732,62493,31858,94820,65754,41805,22718,53675,37529,21867,11923,20395,14604,9150,3405,4534,1673,1242,618,4227,3661,2126,921,6276,5233,3746,1646,8226,5426,3225,5827,4151,2948,
营业外收入(万元),1685,5553,6475,2777,1498,378,554,440,51,520,94,51,68,164,63,43,26,306,31,21,40,40,200,200,--,974,500,--,--,1116,270,270,159,0,2,
营业外支出(万元),70,1216,1087,139,99,359,268,41,1,453,13,13,0,55,3,3,--,14,15,11,8,9,9,9,0,107,19,18,15,50,50,30,148,129,99,
非流动资产处置损失(万元),--,--,--,--,--,--,32,16,--,18,--,12,--,54,1,3,--,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利润总额(万元),28924,80471,104121,65131,33257,94838,66040,42204,22768,53741,37611,21906,11991,20503,14663,9189,3432,4826,1689,1252,650,4258,3852,2317,920,7143,5714,3728,1631,9292,5646,3465,5839,4022,2851,
所得税费用(万元),6939,19184,21160,14541,7050,18186,15343,9998,6412,10937,7520,4280,2367,3867,2501,1792,767,1960,328,262,361,1397,733,331,252,2029,1425,914,443,2429,1461,922,1497,1170,750,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),21985,61287,82961,50590,26207,76652,50697,32206,16356,42804,30090,17626,9624,16637,12162,7397,2664,2866,1361,990,289,2861,3119,1986,668,5114,4289,2814,1189,6863,4186,2543,4342,2853,2101,
归属于母公司所有者的净利润(万元),22284,62277,82825,50699,26305,75099,49528,31490,15938,39377,27282,15834,8755,16839,12377,7593,2781,3345,1571,1140,392,3149,3259,2065,726,5237,4322,2823,1194,6871,4190,2548,4344,2853,2101,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,107,
少数股东损益(万元),-299,-990,136,-109,-98,1553,1169,716,418,3427,2808,1791,869,-202,-215,-195,-117,-479,-210,-150,-104,-288,-140,-79,-58,-122,-33,-9,-5,-8,-5,-4,-2,--,--,
基本每股收益,0.14,0.41,0.54,0.34,0.17,0.52,0.35,0.22,0.11,0.29,0.21,0.12,0.14,0.27,0.19,0.36,0.13,0.24,0.12,0.09,0.03,0.24,0.24,0.15,0.05,0.39,0.32,0.42,0.18,1.37,0.84,0.51,0.87,0.76,0.7,
