报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),264709,166100,78738,222029,136237,79527,34988,144300,105540,19066,7160,51077,39500,24066,12835,55937,40670,21433,7211,56918,15691,9220,4567,25730,18902,13133,6353,30076,22062,13951,6562,29663,21231,12239,5618,24888,18868,11728,4417,38122,30601,14469,5013,33808,26953,17367,7203,31708,22947,13203,5025,
营业收入(万元),264709,166100,78738,222029,136237,79527,34988,144300,105540,19066,7160,51077,39500,24066,12835,55937,40670,21433,7211,56918,15691,9220,4567,25730,18902,13133,6353,30076,22062,13951,6562,29663,21231,12239,5618,24888,18868,11728,4417,38122,30601,14469,5013,33808,26953,17367,7203,31708,22947,13203,5025,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,0,--,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,0,--,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,0,--,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,
营业总成本(万元),180203,114270,57596,128942,61999,29744,15848,67080,44565,20071,7650,45189,34591,20477,10586,48395,32765,19016,7670,46473,18976,11251,5389,28660,21368,14750,6637,31854,22782,14426,6528,29654,20799,12067,5700,30070,18878,11589,4653,38683,30888,14814,5472,33074,25441,16637,6840,30753,22325,12803,4815,
营业成本(万元),19320,12551,6082,22455,16772,11293,5377,22290,16824,14174,5454,33369,26103,15228,8349,34261,25478,14305,5833,35421,14421,8474,4081,22527,16781,11662,5319,23935,17858,11040,4873,21346,15750,9134,4082,21951,15969,10177,4113,32011,26613,11970,4208,28004,22044,14020,5887,25740,19050,10829,3887,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,0,0,0,0,0,0,0,0,
