报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),270883,180791,79714,241779,159541,100035,39416,201015,140555,95584,43456,165643,118566,78043,32559,130892,96543,61413,--,104144,63819,43526,14370,99978,22275,89288,73584,52127,
营业收入(万元),270883,180791,79714,241779,159541,100035,39416,201015,140555,95584,43456,165643,118566,78043,32559,130892,96543,61413,--,104144,63819,43526,14370,99978,22275,89288,73584,52127,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),279610,194136,68877,213072,141916,88391,35530,175584,122415,82368,38042,146594,104032,67911,28905,116074,84550,53298,--,93043,57839,39134,--,87731,19071,76636,63714,45791,
营业成本(万元),185763,122089,52546,155055,102311,63277,24125,124793,87529,59218,27392,101779,74406,49049,20789,81574,60513,38164,--,63950,38615,26581,--,62836,13505,54418,43117,30463,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),17902,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2747,2006,803,2491,1622,1178,420,1974,1229,874,367,1599,1242,806,252,1397,1151,746,--,1053,637,484,--,1203,250,856,672,419,
销售费用(万元),13437,8572,3288,15074,10745,6431,2753,12966,9211,5860,2474,11119,8181,5242,2117,8566,5994,3737,--,6572,4479,2868,--,5435,1199,5257,4832,3235,
管理费用(万元),18274,23324,11170,37513,25282,16311,7843,34257,23372,15582,7460,30618,18992,11998,5424,22438,15194,9607,--,18870,12112,7943,--,15476,3476,12953,13316,10759,
财务费用(万元),1288,861,927,2031,1366,807,312,773,708,442,268,1042,821,571,331,2083,1615,1056,--,2268,1717,1104,--,2562,436,2384,1883,806,
资产减值损失(万元),40199,37284,145,908,590,388,76,822,367,391,83,437,390,244,-8,17,83,-12,--,329,281,154,--,220,205,770,-106,108,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),260,217,188,337,295,212,79,570,560,361,231,1220,985,680,307,--,11,--,--,--,--,--,--,--,--,-33,78,14,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-4737,-11128,11844,33113,19995,12887,3965,26001,18701,13576,5645,20269,15519,10812,3961,14818,12004,8116,--,11102,5980,4392,-940,12247,3204,12618,9947,6350,
营业外收入(万元),287,147,55,369,1068,863,968,4094,2759,1547,742,2719,2306,829,259,1960,942,486,--,2587,1886,1345,--,2943,326,1972,1951,914,
营业外支出(万元),46596,49576,48,137,134,69,21,163,63,34,1,29,12,34,29,26,17,2,--,24,16,15,--,12,0,11,13,0,
非流动资产处置损失(万元),--,--,--,--,29,12,7,28,22,11,1,14,8,7,6,10,--,--,--,6,--,--,--,4,0,0,9,--,
利润总额(万元),-51046,-60557,11851,33345,20930,13680,4912,29932,21396,15089,6385,22959,17812,11607,4191,16752,12929,8599,--,13665,7850,5722,-756,15178,3530,14579,11886,7264,
所得税费用(万元),6017,4615,1952,4490,3172,2151,788,4376,3199,2148,1105,3469,3075,1891,638,2422,1971,1254,--,2005,1139,770,--,2100,481,1567,1500,442,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-57062,-65172,9900,28855,17757,11529,4124,25556,18197,12940,5280,19491,14737,9715,3553,14330,10958,7345,--,11660,6712,4952,-769,13078,3048,13012,10386,6822,
归属于母公司所有者的净利润(万元),-53216,-60789,9934,28090,17577,11503,4218,23994,17320,12092,4966,18383,14063,9323,3578,14096,10762,7332,2590,11699,6859,5005,-512,12443,2942,12370,9769,6297,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-3846,-4382,-35,765,180,26,-94,1562,877,849,315,1108,674,392,-25,233,196,13,--,-39,-148,-53,--,635,106,642,617,526,
基本每股收益,-0.55,-0.63,0.11,0.38,0.24,0.16,0.06,0.33,0.23,0.16,0.17,0.63,0.48,0.32,0.12,0.59,0.46,0.34,--,0.54,0.32,0.23,--,0.57,0.14,0.59,0.82,0.79,
