报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),24947,14301,25584,17778,23750,17809,22134,
营业收入(万元),24947,14301,25584,17778,23750,17809,22134,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),19804,11026,18950,12977,16817,15064,15670,
营业成本(万元),7485,5188,11519,7912,10245,7879,8926,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),379,226,264,144,336,176,266,
销售费用(万元),7655,2809,1945,1356,1754,1488,1477,
管理费用(万元),4056,2768,4937,3282,4504,5473,3252,
财务费用(万元),10,3,-154,-139,-52,24,58,
资产减值损失(万元),220,32,438,422,30,23,1691,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),5142,3275,6634,4801,6932,2745,6464,
营业外收入(万元),557,360,463,467,1250,453,144,
营业外支出(万元),25,6,28,23,32,51,46,
非流动资产处置损失(万元),--,0,0,--,4,0,--,
利润总额(万元),5674,3629,7069,5246,8150,3147,6562,
所得税费用(万元),981,375,944,698,1819,328,1974,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),4693,3253,6125,4547,6332,2819,4588,
归属于母公司所有者的净利润(万元),4693,3253,6125,4547,6332,2819,4588,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,0.29,0.27,0.51,0.38,0.55,0.26,0.43,
稀释每股收益,0.29,0.27,0.51,0.38,0.55,0.26,0.43,
