报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-03-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),41425,20373,68694,49161,32427,15169,65586,45845,29990,15711,51654,32737,18508,8940,34475,25362,17344,7926,34272,24900,7796,34083,17032,30513,25081,20214,
营业收入(万元),41425,20373,68694,49161,32427,15169,65586,45845,29990,15711,51654,32737,18508,8940,34475,25362,17344,7926,34272,24900,7796,34083,17032,30513,25081,20214,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),33305,17747,57671,39884,26235,13006,55542,38059,24897,13402,42477,25524,13729,6533,25445,18031,11887,5332,24945,17463,--,25254,12454,22812,19728,17496,
营业成本(万元),18419,10216,35574,26397,17268,8233,34274,24581,16185,9051,28266,18180,9994,4856,19240,13855,9049,3927,19379,13587,--,19875,9748,18368,16356,15139,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),426,213,893,545,346,99,788,414,303,187,338,201,108,78,314,238,209,99,289,217,--,320,195,229,143,86,
销售费用(万元),7906,4227,10301,5546,3700,2501,8968,5605,3607,2070,7437,3626,1809,649,3589,2277,1337,626,2820,1697,--,2479,1078,1840,1425,665,
管理费用(万元),4665,2261,9151,6139,4144,1788,9738,6148,3865,1685,6425,3639,2118,939,3123,2160,1411,680,2738,2144,--,2574,1469,2393,1722,1422,
财务费用(万元),1771,866,1752,1201,768,378,1693,1255,804,368,-31,-217,-304,-143,-661,-332,-106,-38,-297,-210,--,-199,-66,-10,66,131,
资产减值损失(万元),117,-37,-0,57,10,8,80,57,133,41,43,96,4,153,-161,-167,-13,38,16,29,--,205,30,-9,16,53,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),605,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),9222,2638,11595,9277,6191,2163,10044,7786,5093,2309,9177,7213,4779,2407,9030,7331,5457,2594,9327,7437,2596,8828,4578,7701,5353,2718,
营业外收入(万元),1,468,423,422,217,11,557,280,118,11,470,210,20,20,275,243,110,110,23,4,--,344,57,422,245,84,
营业外支出(万元),23,22,57,29,18,8,61,50,33,3,121,2,0,--,2,2,2,--,3,3,--,31,16,22,10,2,
非流动资产处置损失(万元),--,--,--,18,18,8,58,47,30,--,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利润总额(万元),9201,3083,11961,9671,6390,2166,10540,8017,5178,2317,9525,7421,4799,2427,9303,7572,5565,2704,9347,7438,2599,9142,4619,8102,5588,2799,
所得税费用(万元),1625,604,1327,1532,965,294,1062,1369,803,322,1415,1187,725,364,1283,1136,835,406,1291,1116,--,1284,695,1132,789,389,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),7576,2479,10634,8138,5425,1871,9478,6648,4375,1995,8111,6234,4074,2063,8019,6436,4730,2299,8055,6322,2209,7858,3924,6969,4798,2410,
归属于母公司所有者的净利润(万元),7576,2479,10634,8138,5425,1871,9478,6648,4375,1995,8111,6234,4074,2063,8019,6436,4730,2299,8055,6322,2209,7858,3924,6969,4798,2410,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.38,0.12,0.53,0.41,0.27,0.09,0.47,0.33,0.22,0.1,0.41,0.47,0.41,0.21,0.94,0.8,0.63,0.31,1.07,0.84,--,1.05,0.52,0.93,0.66,0.35,
稀释每股收益,0.38,0.12,0.53,0.41,0.27,0.09,0.47,0.33,0.22,0.1,0.41,0.47,0.41,0.21,0.94,0.8,0.63,0.31,1.07,0.84,--,1.05,0.52,0.93,0.66,0.35,
