报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),19186,8633,35569,24069,14835,7548,27933,18772,11798,5177,34919,25453,16791,8984,24748,15505,10276,3925,21213,20177,17092,
营业收入(万元),19186,8633,35569,24069,14835,7548,27933,18772,11798,5177,34919,25453,16791,8984,24748,15505,10276,3925,21213,20177,17092,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),18356,8531,33653,22479,13672,6951,26815,18297,11418,5117,30902,22583,14449,7478,21573,14042,9372,3588,18371,17248,14391,
营业成本(万元),11856,5769,22506,14919,9081,4626,19448,13400,8429,3718,23807,17193,10974,5773,15937,10018,6796,2571,12881,11892,9754,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),200,103,410,255,176,111,194,69,43,23,370,229,178,117,217,122,90,34,164,216,160,
销售费用(万元),2060,840,3413,3001,1870,996,3158,2091,1269,518,3095,2145,1340,638,2341,1512,931,375,2455,2067,1729,
管理费用(万元),3635,1562,7036,3924,2337,1128,3997,2736,1720,872,3583,2698,1697,742,3033,2257,1462,635,2877,2951,2713,
财务费用(万元),189,62,15,-23,-47,-20,-268,-230,-130,-82,-142,-15,-1,-23,-35,-29,-24,-13,-31,20,39,
资产减值损失(万元),415,194,273,403,256,110,285,233,87,68,189,332,261,231,79,162,116,-13,25,101,-4,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
