报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),278179,133684,407717,289573,180398,86624,231763,146796,83780,30816,59153,41399,26219,12003,43454,31580,20056,10230,30815,--,14098,6495,24223,17219,13365,10709,
营业收入(万元),278179,133684,407717,289573,180398,86624,231763,146796,83780,30816,59153,41399,26219,12003,43454,31580,20056,10230,30815,--,14098,6495,24223,17219,13365,10709,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),242846,117300,361500,255990,159514,77833,199573,121043,67148,23219,48207,32791,20860,9385,32211,23481,15445,8031,22944,--,10354,4901,17682,12376,9713,8260,
营业成本(万元),220627,106917,322787,232768,143822,68070,167749,103379,56787,18758,39622,27183,17231,7642,24770,18114,11606,6028,16359,--,7323,3370,12314,8331,6031,5086,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1339,147,2677,1503,1301,37,1208,243,139,35,63,58,47,8,632,599,564,292,1091,--,507,232,819,591,428,357,
销售费用(万元),1379,655,5194,2060,1287,601,2242,1601,1020,543,1556,1103,730,378,1782,1269,857,421,1791,--,784,404,1459,1292,1348,1293,
管理费用(万元),12827,6348,23674,14101,9070,7035,21826,10507,5499,2389,6310,4034,2566,1212,5051,3444,2323,1210,3522,--,1640,825,3120,2280,1924,1635,
财务费用(万元),6175,2917,6768,5059,3438,1571,6340,4715,3239,1306,525,269,107,43,-92,-49,13,42,164,--,52,10,-69,-126,-37,-4,
资产减值损失(万元),498,316,400,499,596,518,207,598,464,187,132,144,179,102,68,104,82,37,17,--,47,60,39,8,18,-107,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1756,1075,4347,3311,2254,1109,2048,900,51,-12,51,62,62,--,--,--,--,--,--,--,--,--,--,--,3,220,
对联营企业和合营企业的投资收益(万元),142,154,-167,-111,-81,-48,-95,-54,-23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),37016,17460,50424,36894,23138,9900,34238,26653,16683,7585,10996,8670,5421,2619,11243,8099,4611,2199,7871,--,3745,1595,6541,4843,3655,2669,
营业外收入(万元),47,42,640,607,585,5,5012,27,13,5,2196,20,10,5,20,14,10,5,26,--,15,5,21,110,170,--,
营业外支出(万元),12,11,19,104,98,81,129,127,127,96,30,30,30,0,14,4,--,--,0,--,0,0,14,0,7,1,
非流动资产处置损失(万元),--,--,--,87,81,81,96,96,96,96,0,0,0,0,14,--,--,--,0,--,0,0,4,0,7,--,
利润总额(万元),37051,17490,51045,37397,23625,9823,39121,26553,16569,7494,13162,8661,5401,2623,11249,8109,4621,2204,7897,--,3760,1599,6548,4953,3819,2668,
所得税费用(万元),5377,2748,6617,4881,2708,1472,6000,5177,3273,1468,1744,1205,738,416,1730,1324,743,351,1171,--,557,232,1010,746,587,435,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),31674,14742,44428,32515,20917,8352,33121,21376,13296,6027,11418,7457,4663,2208,9519,6786,3878,1853,6726,--,3203,1368,5538,4207,3232,2233,
归属于母公司所有者的净利润(万元),29190,13801,43586,32514,20960,8582,33516,21218,13235,6009,11359,7457,4663,2208,9518,6785,3878,1853,6726,4835,3203,1368,5538,4207,3232,2233,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),2484,942,842,2,-43,-231,-395,158,61,18,59,0,0,0,0,0,0,0,-0,--,--,--,--,--,--,--,
基本每股收益,0.2,0.1,0.3,0.22,0.14,0.12,0.5,0.33,0.21,0.11,0.21,0.27,0.17,0.2,0.88,0.63,0.36,0.36,1.47,--,0.7,0.3,1.21,0.92,0.79,0.7,
稀释每股收益,0.2,0.1,0.3,0.22,0.14,0.12,0.5,0.33,0.21,0.11,0.21,0.27,0.17,0.2,0.88,0.63,0.36,0.36,1.47,--,0.7,0.3,1.21,0.92,0.79,0.7,
