报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),69999,278650,209945,136925,64204,254003,183056,116443,52360,207435,147078,89105,40102,167452,112945,70035,147663,133137,101653,79609,63821,
营业收入(万元),69999,278650,209945,136925,64204,254003,183056,116443,52360,207435,147078,89105,40102,167452,112945,70035,147663,133137,101653,79609,63821,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),47380,207355,163865,111565,47270,199887,147803,96091,40831,164790,118454,74761,32262,135616,93893,60673,117560,107662,81582,66133,52840,
营业成本(万元),5747,26929,19994,13456,6374,24362,17689,11746,5636,22550,16110,10136,4801,19349,13319,8072,17131,15698,11495,8402,6740,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1000,4779,3507,2422,985,4566,2811,1819,831,3286,2327,1427,663,2839,1945,1221,2584,2263,1701,1241,998,
销售费用(万元),31748,127699,112225,76368,32105,134546,102261,65773,27035,109797,81930,51206,21627,87095,61910,40195,71309,65133,48637,38900,29828,
管理费用(万元),8729,50428,29821,20115,8043,38710,26158,17345,7300,30625,18741,12168,4921,27006,16959,11349,26830,24224,19260,16941,15392,
财务费用(万元),-250,-3029,-2217,-1299,-576,-2409,-1586,-971,-314,-1558,-1068,-510,-198,-819,-722,-554,-340,134,271,156,-223,
资产减值损失(万元),406,550,535,503,339,111,469,380,344,89,414,333,446,145,481,391,45,210,218,493,106,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),217,3003,1593,1151,429,1558,1034,705,348,1136,760,738,264,1120,657,559,5184,-3562,-2240,-1100,-582,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5037,-3654,-2254,-1204,-575,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),24612,78753,47673,26511,17363,55674,36287,21057,11877,43782,29384,15082,8104,32956,19709,9921,35287,21913,17832,12376,10399,
营业外收入(万元),36,2021,1606,1093,361,3534,946,587,273,3205,911,566,258,2303,1109,738,2661,3560,2909,1607,593,
营业外支出(万元),219,4467,1761,891,405,2433,970,730,340,1348,804,339,118,1498,254,63,706,386,202,251,609,
非流动资产处置损失(万元),--,--,5,1,1,571,11,10,4,306,92,91,0,178,30,23,31,110,46,34,34,
利润总额(万元),24430,76306,47517,26713,17319,56775,36263,20914,11810,45638,29490,15309,8244,33762,20563,10596,37243,25087,20538,13732,10383,
所得税费用(万元),3832,11886,5951,3406,2160,6763,5043,3064,1555,5940,4523,2531,1388,6115,3455,1961,5329,4509,3772,2881,2139,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),20599,64420,41567,23307,15160,50012,31221,17850,10255,39699,24967,12779,6856,27647,17108,8635,31913,20578,16767,10851,8245,
归属于母公司所有者的净利润(万元),20599,64420,41567,23307,15160,49675,31055,17814,10199,39381,24909,12803,6816,27348,17040,8630,31571,20275,16503,10851,8245,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,337,165,37,57,317,58,-24,39,298,68,4,342,303,264,--,--,
基本每股收益,0.31,0.96,0.62,0.35,0.23,0.74,0.46,0.27,0.23,0.93,0.6,0.32,0.17,0.68,0.43,0.22,0.79,0.51,0.43,0.33,0.25,
稀释每股收益,0.3,0.95,0.62,0.35,0.22,0.74,0.46,0.27,0.23,0.93,0.6,0.32,0.17,0.68,0.43,0.22,0.79,0.51,0.43,0.33,0.25,
