报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),20589,83049,53533,34240,14650,41671,27414,18684,7503,59032,47489,35610,21336,96064,76239,73608,60037,
营业收入(万元),20589,83049,53533,34240,14650,41671,27414,18684,7503,59032,47489,35610,21336,96064,76239,73608,60037,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),21193,81534,52434,33721,14584,48859,32381,21907,9576,56548,44192,33878,19035,81829,70521,64587,51112,
营业成本(万元),16757,66567,43227,27853,12087,36864,25064,16765,6895,46941,36375,27596,15651,69249,58006,53667,43616,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),167,376,261,177,60,427,232,156,147,498,360,295,168,399,404,304,123,
销售费用(万元),1219,5008,3480,2202,967,3609,2770,1922,949,3103,2514,1879,934,4558,3734,3566,2757,
管理费用(万元),1594,6381,4028,2720,1367,6819,4575,2955,1600,6024,4739,3728,2282,6412,5742,5938,4107,
财务费用(万元),1126,1654,1055,538,121,-476,-289,-184,4,-136,-104,38,-81,658,2166,1176,281,
资产减值损失(万元),330,1547,383,232,-17,1617,29,294,-19,117,309,341,80,551,468,-64,228,
公允价值变动收益(万元),--,--,--,--,--,--,-174,-328,-148,142,340,388,320,-611,330,81,48,
投资收益(万元),485,1621,1021,652,487,74,137,-8,-60,-111,-34,-44,-150,13,1105,197,335,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-43,3391,2382,1362,554,-7114,-5004,-3560,-2281,2515,3602,2077,2471,13636,7153,9298,9307,
营业外收入(万元),18,8,33,31,147,817,699,379,263,669,227,193,97,534,649,557,199,
营业外支出(万元),0,9,100,88,69,139,38,35,12,48,51,45,43,139,34,291,125,
非流动资产处置损失(万元),--,--,95,83,69,135,35,32,3,110,42,42,40,110,33,249,123,
利润总额(万元),-26,3390,2314,1305,632,-6436,-4344,-3215,-2030,3137,3778,2225,2524,14031,7767,9565,9381,
所得税费用(万元),154,663,386,204,-38,-149,-306,8,51,781,976,624,690,3264,1679,2124,1844,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-179,2727,1927,1101,670,-6287,-4037,-3223,-2082,2356,2802,1601,1835,10768,6089,7441,7537,
归属于母公司所有者的净利润(万元),-109,2923,2019,1187,728,-6004,-3838,-3084,-2007,2761,3165,1946,2167,10768,6089,7441,7537,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-70,-197,-91,-85,-58,-283,-199,-139,-74,-405,-363,-344,-332,--,--,--,--,
基本每股收益,-0.01,0.14,0.1,0.06,0.04,-0.29,-0.18,-0.15,-0.1,0.18,0.2,0.12,0.14,0.69,0.39,0.48,0.48,
稀释每股收益,-0.01,0.14,0.1,0.06,0.04,-0.29,-0.18,-0.15,-0.1,0.18,0.2,0.12,0.14,0.69,0.39,0.48,0.48,
