报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),278090,207206,138879,59491,239517,174351,116971,52158,204546,150187,107221,50025,214988,168729,123822,49934,273428,193380,124716,60148,245806,--,118657,51858,219825,191675,110451,152830,
营业收入(万元),278090,207206,138879,59491,239517,174351,116971,52158,204546,150187,107221,50025,214988,168729,123822,49934,273428,193380,124716,60148,245806,--,118657,51858,219825,191675,110451,152830,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),245941,185084,125716,55590,217323,158400,105486,46789,182038,129711,92214,43275,181689,139085,98928,35850,207788,147091,93963,45242,189975,--,93795,38433,183900,167636,97007,119517,
营业成本(万元),182095,139522,96222,41764,164502,119774,79318,35443,132130,97382,68072,30774,125520,100516,72454,26210,149980,108036,69679,34997,135252,--,63860,28342,137268,130039,69288,94635,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),10505,7800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2979,2301,1664,887,2930,2123,1445,786,2178,1094,510,274,2100,1576,1176,381,2425,1721,1147,577,2469,--,1478,762,3003,1754,1654,1935,
销售费用(万元),28551,21114,13931,6344,23936,17565,12149,5832,23327,15988,14486,7533,26342,18660,12484,4610,26314,17663,11190,4153,24919,--,13162,4316,19786,15015,10250,13128,
管理费用(万元),13071,9520,11150,5551,21329,15689,9712,4706,20961,15208,9407,4464,23774,18056,12641,5453,24394,17925,11843,5809,21509,--,9634,3960,17830,16166,13339,8300,
财务费用(万元),2811,3350,1523,1614,1618,1230,1178,213,-1465,-1135,-1163,223,-821,100,-336,-166,1299,1253,-214,51,1354,--,1776,470,3644,3595,1721,832,
资产减值损失(万元),5929,1476,1226,-570,3009,2019,1684,-190,4906,1174,902,6,4775,177,510,-637,3377,492,318,-345,4472,--,3885,584,2370,1067,754,687,
公允价值变动收益(万元),--,-1008,-1361,--,--,466,--,--,--,--,--,--,--,--,--,--,--,95,-27,-163,404,--,850,176,211,--,--,--,
投资收益(万元),1172,2832,1867,903,2583,1558,870,450,1718,1324,912,465,3263,2827,2094,589,1870,1796,202,362,437,--,232,-378,165,-24,--,--,
对联营企业和合营企业的投资收益(万元),126,-75,-48,--,-112,-47,-47,--,-54,-20,-15,-9,-69,15,18,15,-36,27,17,--,144,--,90,--,4,-24,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),34203,24363,13978,5037,25669,18795,12428,5819,24226,21800,15919,7452,36563,32471,26988,14672,67510,48180,30928,15104,56672,--,25944,13222,36301,24014,13445,33313,
营业外收入(万元),314,226,125,19,265,196,331,252,2123,1211,595,195,8625,7982,1973,251,1255,1206,425,317,1579,--,415,282,960,691,280,780,
营业外支出(万元),492,149,148,37,165,371,312,179,354,90,60,4,3212,1645,1504,3,287,60,36,6,255,--,46,19,532,212,435,567,
非流动资产处置损失(万元),--,--,--,--,--,212,208,-180,192,51,35,0,2888,1461,1453,0,46,10,--,--,27,--,17,--,337,35,217,235,
利润总额(万元),34025,24439,13955,5019,25769,18621,12446,5892,25995,22921,16454,7643,41976,38808,27456,14921,68478,49326,31316,15415,57996,--,26313,13485,36728,24493,13290,33525,
所得税费用(万元),6874,4368,2494,934,5504,3453,2447,821,4832,4352,3010,1179,7571,5930,4125,2439,11267,8565,5625,2163,10411,--,4795,2500,7358,4049,1972,4373,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),27151,20072,11461,4085,20265,15168,9999,5071,21163,18569,13444,6464,34405,32878,23331,12482,57211,40761,25691,13252,47585,--,21518,10985,29371,20445,11318,29152,
归属于母公司所有者的净利润(万元),27407,20183,11508,4218,20918,15557,10182,5202,21948,19355,14020,6688,34214,32892,23404,12588,56396,40034,25197,13004,47153,35373,21293,10881,29156,18821,10575,29028,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-256,-111,-47,-133,-653,-389,-183,-132,-785,-786,-576,-225,191,-14,-73,-106,815,727,494,248,432,--,225,105,215,1623,742,124,
基本每股收益,0.37,0.27,0.15,0.06,0.28,0.21,0.14,0.07,0.29,0.26,0.19,0.09,0.46,0.44,0.31,0.17,0.75,0.54,0.34,0.18,0.67,--,0.3,0.16,0.42,0.27,0.15,0.41,
稀释每股收益,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.54,0.34,--,0.67,--,0.3,--,0.42,0.27,0.15,0.41,
