报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),4488153,3041763,1411745,6246607,3497607,2488528,1317833,4065675,2888405,1962441,845352,4374569,2824069,1922067,777837,3860520,2798007,1910692,905003,4681041,3493038,2424330,1152453,5444816,4036931,2763891,1243366,5529128,4150545,2678722,1267297,3969195,2686412,1794459,750210,2275048,1427197,882314,389597,2740177,2346109,1418540,558292,1940956,1362243,852941,407392,1545903,1115496,697892,323241,
营业收入(万元),4488153,3041763,1411745,6246607,3497607,2488528,1317833,4065675,2888405,1962441,845352,4374569,2824069,1922067,777837,3860520,2798007,1910692,905003,4681041,3493038,2424330,1152453,5444816,4036931,2763891,1243366,5529128,4150545,2678722,1267297,3969195,2686412,1794459,750210,2275048,1427197,882314,389597,2740177,2346109,1418540,558292,1940956,1362243,852941,407392,1545903,1115496,697892,323241,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,--,--,--,0,0,--,--,0,0,--,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,--,--,--,0,0,--,--,0,0,--,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,--,--,--,0,0,--,--,0,0,--,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
营业总成本(万元),4293479,2892765,1335803,6160474,3427431,2439233,1282092,3999742,2829824,1909115,819697,4316691,2807620,1899929,774848,3885604,2801925,1907963,902931,4635575,3445446,2391589,1136840,5444176,4031203,2748203,1231577,5455671,4065484,2620208,1225132,3883772,2603889,1740228,714105,2212195,1380711,840852,368678,2689206,2262847,1364596,534241,1888455,1324488,832257,393531,1512044,1078869,673840,313949,
营业成本(万元),3927590,2651750,1210326,5542569,3049591,2192829,1166128,3604343,2573670,1738088,736059,3920274,2578359,1759276,705867,3591678,2622385,1788355,845288,4410376,3291692,2289776,1092289,5247802,3900327,2667204,1188270,5274382,3938287,2525110,1180151,3701881,2490231,1662735,688952,2093763,1297715,796371,347580,2493883,2116910,1280503,501120,1791844,1260245,789133,376017,1448464,1038270,647400,302628,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,--,--,--,0,0,--,--,0,0,--,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,--,--,--,0,0,--,--,0,0,--,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
研发费用(万元),42276,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,--,--,--,0,0,--,--,0,0,--,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,--,--,--,0,0,--,--,0,0,--,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,0,--,--,0,0,--,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,--,--,--,0,0,--,--,0,0,--,--,0,0,
