报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),618486,502873,339049,181159,610345,468642,307146,162511,1642244,1490843,1348272,837410,5702595,4801564,3133651,1313700,6962603,5527696,3684363,1822339,9750165,7667411,5116558,2424244,9527021,6765370,4136209,1724489,8057192,5879110,3837180,1717846,5795324,4313803,2884437,1329460,4579963,3357084,2119650,746313,3291951,2645896,1760078,804803,3003202,2283622,1630404,718724,2734086,1939617,1239423,562947,
营业收入(万元),618486,502873,339049,181159,610345,468642,307146,162511,1642244,1490843,1348272,837410,5702595,4801564,3133651,1313700,6962603,5527696,3684363,1822339,9750165,7667411,5116558,2424244,9527021,6765370,4136209,1724489,8057192,5879110,3837180,1717846,5795324,4313803,2884437,1329460,4579963,3357084,2119650,746313,3291951,2645896,1760078,804803,3003202,2283622,1630404,718724,2734086,1939617,1239423,562947,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,--,0,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,--,0,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,--,0,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,--,--,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,--,--,0,0,--,
营业总成本(万元),615110,499419,336382,179652,608651,466746,306031,161880,1643569,1491287,1349284,837080,5879024,4883061,3144175,1312156,6976544,5525802,3682111,1821069,9764092,7666298,5114558,2422971,9592579,6772606,4130890,1722424,8047414,5872366,3831451,1714966,5788438,4307240,2879910,1327602,4579809,3355089,2119155,746359,3289635,2642606,1757567,802779,3001110,2279647,1627943,717363,2727826,1935309,1236825,562269,
营业成本(万元),581397,476025,320968,172139,575224,443457,290507,154382,1607692,1465488,1329570,828022,5652413,4754580,3096998,1295246,6879347,5464377,3641586,1800807,9668564,7606738,5076853,2403573,9488615,6717686,4093621,1706115,7977150,5824695,3799832,1700417,5733156,4266733,2852185,1314665,4534776,3324155,2098805,737166,3246806,2609316,1734819,792643,2959612,2250009,1607732,707820,2690338,1909380,1219725,554714,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,--,0,0,--,
