报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),48980,19210,47009,22345,7566,2781,26296,7938,3960,1934,19017,12338,8930,3882,59700,19678,11368,6135,22241,16457,11126,5749,21786,16414,10584,6471,30924,23949,15374,7338,32338,21712,16146,7335,30258,22205,14220,7175,56884,45938,28557,12682,49078,37726,24055,10683,94288,78890,51916,21316,
营业收入(万元),48980,19210,47009,22345,7566,2781,26296,7938,3960,1934,19017,12338,8930,3882,59700,19678,11368,6135,22241,16457,11126,5749,21786,16414,10584,6471,30924,23949,15374,7338,32338,21712,16146,7335,30258,22205,14220,7175,56884,45938,28557,12682,49078,37726,24055,10683,94288,78890,51916,21316,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,0,--,--,
营业总成本(万元),49127,19324,53580,24862,8932,3400,29391,10316,5684,2802,21344,14133,10175,4517,62487,21657,12548,6678,24826,18567,12719,6419,26324,19780,12781,7373,36865,28007,18430,8899,38301,22290,18202,8118,42971,28511,19675,8998,63724,48789,30215,14030,46549,32456,14975,453,116341,73410,66750,23023,
营业成本(万元),48542,19091,46858,22038,7352,2620,25710,7832,4029,1959,17574,11651,8511,3678,57862,18504,10541,5618,18407,14428,9638,4938,18361,13881,9074,5529,23475,19107,12350,6463,23767,15938,12085,5228,21476,18134,12120,5870,50252,40381,24615,11350,42162,0,20264,9524,88403,0,47290,20064,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,0,--,--,
营业税金及附加(万元),38,12,112,73,40,26,82,18,8,2,75,42,24,10,61,50,36,17,74,54,38,22,92,70,43,24,105,71,43,26,191,23,171,82,455,303,207,105,528,293,186,85,394,252,180,9,384,287,197,10,
销售费用(万元),48,19,802,612,380,196,810,526,368,213,835,548,371,186,1118,659,465,256,1108,658,546,204,1291,938,626,354,1665,1013,672,331,1727,873,946,363,1398,908,587,321,2346,1424,946,490,2122,1443,934,416,2310,1850,1070,561,
管理费用(万元),301,108,4803,1422,900,460,1914,1396,924,450,1887,1316,860,425,2440,1801,1100,541,3975,2938,2047,1096,4146,4205,2581,1180,10326,6882,4651,1879,7782,4376,3841,1832,7990,5530,3707,2073,8071,5347,3535,1705,7536,5261,3579,1436,8925,5263,4226,1680,
财务费用(万元),198,97,487,349,257,135,669,514,355,182,767,594,405,206,914,685,449,238,865,615,395,183,750,644,426,234,1212,935,710,328,1706,947,1069,569,5057,3852,3281,660,2463,1857,1232,692,3678,2924,1938,921,3724,3066,1992,804,
资产减值损失(万元),-1,-3,518,369,3,-36,207,30,-1,-4,206,-18,4,12,92,-43,-42,8,397,-127,55,-25,1685,41,30,52,82,-1,6,-127,3129,134,91,44,6594,-216,-227,-30,63,-512,-299,-291,-9344,-11966,-11920,-11853,12595,13626,11975,-96,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,-3,-8,-9,364,290,105,94,-560,-589,-518,1,147,199,-182,37,11,0,--,0,
投资收益(万元),--,--,12080,--,--,--,--,--,--,--,--,--,--,--,1363,1368,-197,-226,2073,-199,-992,35,5231,-353,-433,-225,29,5,5,5,7934,-515,53,0,150,-236,-58,-4,244,261,10,11,686,671,334,71,-2007,0,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-204,1368,-197,-226,-233,-199,-992,--,-567,--,--,--,--,--,--,--,--,--,--,-4,-18,--,--,-4,-28,0,0,0,-12,-9,--,0,-33,0,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,0,--,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,0,--,--,
营业利润(万元),-147,-114,5468,-2517,-1366,-620,-3096,-2378,-1723,-867,-2327,-1794,-1245,-635,-1423,-611,-1376,-769,-512,-2309,-2585,-636,693,-3719,-2630,-1127,-5913,-4053,-3051,-1556,1972,-1096,-2011,-792,-12199,-6252,-5408,-1733,-7156,-3179,-2166,-1336,3363,8225,9232,10338,-24049,-18611,-14834,-1707,
营业外收入(万元),--,--,599,50,47,--,555,41,19,19,9044,8,7,0,59,14,1,0,300,144,117,105,2052,111,43,24,8043,6836,6230,5415,1537,1083,909,214,12494,999,656,421,1632,1326,669,88,6773,3267,231,0,2519,2774,2768,48,
营业外支出(万元),--,--,51,122,126,5,6,4,1,1,1489,9,2,2,19,6,1,--,72,73,62,31,188,202,87,21,27,54,54,1,952,73,93,0,19830,14,10,1,3559,133,111,6,7717,28,23,2,519,22,18,11,
非流动资产处置损失(万元),--,--,--,--,--,--,2,--,--,--,--,--,--,--,4,--,--,--,3,3,--,--,--,--,54,--,15,--,--,--,120,--,--,0,19567,--,--,--,8,0,0,0,86,23,18,0,49,15,13,--,
利润总额(万元),-147,-114,6016,-2588,-1445,-625,-2546,-2341,-1705,-849,5229,-1795,-1239,-636,-1383,-603,-1377,-769,-284,-2238,-2530,-561,2557,-3810,-2674,-1124,2103,2729,3126,3858,2557,-86,-1195,-578,-19535,-5267,-4762,-1312,-9083,-1986,-1608,-1253,2419,11463,9440,10336,-22049,-15858,-12084,-1670,
所得税费用(万元),--,--,--,--,--,--,--,--,--,--,1731,--,--,--,165,--,--,--,-13,53,-26,34,254,47,7,-6,310,106,59,4,147,158,119,20,1479,144,-3,-0,134,62,58,18,-37,31,24,12,163,-1,4,24,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,--,--,0,--,--,
净利润(万元),-147,-114,6016,-2588,-1445,-625,-2546,-2341,-1705,-849,3498,-1795,-1239,-636,-1548,-603,-1377,-769,-272,-2290,-2504,-595,2303,-3857,-2681,-1118,1793,2623,3066,3855,2410,-244,-1314,-599,-21013,-5411,-4758,-1312,-9217,-2048,-1666,-1271,2456,11432,9416,10323,-22212,-15857,-12088,-1693,
归属于母公司所有者的净利润(万元),-140,-110,6232,-2308,-1313,-615,-2380,-2146,-1540,-744,3499,-1768,-1198,-620,-1257,-410,-1287,-741,-314,-2199,-2438,-599,2625,-3847,-2665,-1089,1647,2763,3180,4229,2117,-1505,-1693,-726,-20773,-5482,-4683,-1314,-9019,-1965,-1661,-1125,2547,11409,9398,10292,-20103,-15434,-11801,-1480,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,-43,0,--,--,--,0,--,--,
少数股东损益(万元),-8,-4,-216,-280,-132,-9,-167,-195,-165,-105,-2,-28,-41,-16,-291,-193,-89,-28,42,-92,-65,4,-322,-10,-16,-29,147,-140,-114,-374,293,1261,379,128,-240,71,-75,2,-198,-82,-5,-146,-48,23,18,31,-2109,-423,-287,-214,
基本每股收益,-0,-0,0.19,-0.07,-0.04,-0.02,-0.07,-0.07,-0.05,-0.02,0.11,-0.05,-0.04,-0.02,-0.04,-0.01,-0.04,-0.02,-0.01,-0.07,-0.07,-0.02,0.08,-0.12,-0.08,-0.03,0.05,0.08,0.1,0.13,0.06,-0.05,-0.05,-0.02,-0.63,-0.17,-0.14,-0.04,-0.27,-0.06,-0.05,-0.03,0.09,0.35,0.29,0.41,-0.8,-0.61,-0.47,-0.06,
稀释每股收益,-0,-0,0.19,-0.07,-0.04,-0.02,-0.07,-0.07,-0.05,-0.02,0.11,-0.05,-0.04,-0.02,-0.04,-0.01,-0.04,-0.02,-0.01,-0.07,-0.07,-0.02,0.08,-0.12,-0.08,-0.03,0.05,0.08,0.1,0.13,0.06,-0.05,-0.05,-0.02,-0.63,-0.17,-0.14,-0.04,-0.27,-0.06,-0.05,-0.03,0.09,0.35,0.29,0.41,-0.8,-0.61,-0.47,-0.06,
