报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),63441,244035,176510,114253,52413,239608,181172,120889,52278,260652,193884,126083,55650,278663,204763,131032,263737,214140,155072,
营业收入(万元),63441,244035,176510,114253,52413,239608,181172,120889,52278,260652,193884,126083,55650,278663,204763,131032,263737,214140,155072,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),54051,217182,155055,100126,45218,214173,158619,106229,46678,232057,168404,109274,49757,241793,176865,113310,216504,174398,129352,
营业成本(万元),45047,176859,131211,85621,38343,176931,138032,92826,40506,196750,145384,92530,43422,204717,151385,96027,187005,150357,112547,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),241,1162,751,501,161,1790,601,512,686,3936,3015,1918,787,4528,3478,2213,4282,3901,3401,
销售费用(万元),198,766,448,323,162,526,463,290,200,489,477,298,211,571,460,295,530,517,117,
管理费用(万元),7358,28047,16804,9331,4510,24491,14078,9409,4404,24372,15436,9881,4323,22985,15728,10509,18864,16633,11616,
财务费用(万元),927,3739,2313,1382,468,2579,2284,1474,466,1563,2021,2871,543,5874,4326,2972,3442,1539,260,
资产减值损失(万元),280,6610,3528,2969,1574,7855,3162,1718,416,4947,2070,1776,471,3119,1487,1295,2381,1450,1410,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,708,557,526,22,1165,795,477,349,537,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),9430,27509,22012,14652,7218,26600,23347,15137,5949,29132,25481,16809,5892,36870,27898,17721,47233,39742,25720,
营业外收入(万元),3,361,409,69,10,708,428,52,7,1201,716,157,3,909,851,813,1081,607,230,
营业外支出(万元),11,605,289,273,164,885,160,114,41,661,303,81,12,408,171,61,351,367,175,
非流动资产处置损失(万元),--,--,--,161,--,70,43,42,--,201,97,3,--,107,4,4,110,138,112,
利润总额(万元),9422,27265,22132,14449,7064,26423,23616,15075,5915,29672,25894,16885,5884,37371,28578,18473,47962,39981,25775,
所得税费用(万元),1987,6726,5432,3312,1797,9272,7204,4353,1570,9284,6921,4218,1341,9039,6539,4414,9412,7778,6890,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),7436,20539,16699,11136,5266,17151,16412,10722,4345,20388,18972,12667,4543,28332,22039,14059,38550,32203,18885,
归属于母公司所有者的净利润(万元),7507,20520,16666,11138,5258,17067,16467,10749,4353,20496,19036,12702,4560,28384,22102,14067,38548,32025,18885,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-71,19,34,-2,9,84,-56,-27,-8,-107,-64,-35,-17,-52,-63,-8,2,178,--,
基本每股收益,0.13,0.35,0.28,0.19,0.13,0.42,0.42,0.29,0.12,0.63,0.61,0.45,0.16,1.01,0.79,0.5,1.38,1.14,0.67,
稀释每股收益,0.13,0.35,0.28,0.19,0.13,0.42,0.42,0.29,0.12,0.63,0.61,0.45,0.16,1.01,0.79,0.5,1.38,1.14,0.67,
