报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),65144,245130,168662,109229,49417,146052,83971,54044,22298,94660,65382,40167,17601,54318,35789,22517,10393,43779,29808,19082,9017,24528,17728,11473,5735,22726,16836,10688,5322,19672,14182,11972,9017,
营业收入(万元),65144,245130,168662,109229,49417,146052,83971,54044,22298,94660,65382,40167,17601,54318,35789,22517,10393,43779,29808,19082,9017,24528,17728,11473,5735,22726,16836,10688,5322,19672,14182,11972,9017,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),54810,190489,134096,86636,41227,104784,58666,37134,16278,62191,43742,27422,12900,37398,24649,16070,7376,30416,20708,13601,6516,15152,11276,7232,3712,14470,10915,6945,3414,12508,8828,7727,5650,
营业成本(万元),26048,92708,64982,43351,20496,49124,26757,17456,8618,34989,25483,15592,7438,19495,12918,8304,3791,16759,11401,7625,3800,10627,7533,4824,2513,9319,6883,4410,2084,7069,4173,3819,2995,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
