报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),181712,525587,388529,284042,168797,478101,348631,252971,148591,423740,310713,229754,141265,409437,297022,221927,137968,360333,244829,184769,111071,268057,193485,146029,89014,262648,188070,141197,82444,192339,133561,99860,59850,144454,106491,79874,49139,138276,100927,75290,41838,124929,64359,92585,67122,57965,
营业收入(万元),181712,525587,388529,284042,168797,478101,348631,252971,148591,423740,310713,229754,141265,409437,297022,221927,137968,360333,244829,184769,111071,268057,193485,146029,89014,262648,188070,141197,82444,192339,133561,99860,59850,144454,106491,79874,49139,138276,100927,75290,41838,124929,64359,92585,67122,57965,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),178297,522164,380923,275348,165058,477713,343324,247915,146954,433370,309165,224171,138155,410794,290420,215546,135077,348469,233686,171787,103787,255832,184395,136185,84138,250516,179470,132845,76424,181885,128041,94827,56131,136234,101440,75181,45946,132122,96633,70762,39136,120361,61573,86317,61048,57359,
营业成本(万元),120116,347284,254378,183680,110608,310112,228601,164092,98322,284196,205606,150008,94054,267852,194667,143706,93691,234516,156716,116291,73451,177994,124355,93142,60592,178799,123573,91521,54717,128026,85796,63451,38791,92861,67830,50358,30987,85622,63982,48151,26401,80032,41417,58263,43739,43544,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1942,5446,4644,3481,2007,4692,3240,2446,1256,3499,2869,2147,1146,3342,2451,1786,1037,2862,1934,1418,678,2585,1862,1347,694,2245,1645,1241,489,955,618,407,224,851,570,382,222,640,365,226,135,435,188,345,284,235,
销售费用(万元),51308,145529,106032,77499,47392,141732,98136,72339,43590,125838,88233,63385,39479,120000,81299,61584,37135,99101,66587,48801,27524,66633,51523,37179,21202,60490,47568,35637,19604,46073,36464,27024,15693,36058,27823,20955,12939,37024,26534,18700,10505,32570,16580,22138,13143,10340,
管理费用(万元),4605,22315,15413,10329,4334,19733,12087,8102,3229,17648,11400,7761,3040,18021,10435,7066,2893,12026,8819,5609,2246,9392,7252,4783,1744,9537,6980,4686,1648,7477,5478,4184,1476,6338,5182,3449,1733,7875,5094,3083,1583,5431,2364,4582,2969,1995,
财务费用(万元),-4,-642,-299,-169,122,411,506,377,83,983,125,111,37,98,154,141,71,-407,-343,-401,-251,-857,-562,-346,-168,-627,-370,-247,-150,-449,-311,-197,-94,-90,-22,11,26,675,741,654,461,1919,981,796,892,1098,
资产减值损失(万元),330,2232,754,528,595,1033,754,558,474,1205,931,758,399,1481,1415,1263,250,371,-26,69,139,85,-35,79,74,72,74,6,116,-197,-4,-42,41,215,56,26,38,285,-83,-51,50,-26,44,194,22,148,
公允价值变动收益(万元),--,--,--,--,--,-118,-118,-118,--,118,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,38,5,-2,
投资收益(万元),70,523,453,263,70,406,369,330,-33,4048,3933,435,113,378,76,76,--,403,403,--,--,--,--,--,--,--,--,-10,--,--,--,--,0,--,--,--,--,0,0,0,--,14,14,-124,-1266,--,
对联营企业和合营企业的投资收益(万元),-4,6,-1,-1,-2,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
