报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),63330,45575,30217,14246,56312,39921,25552,11015,44659,31532,20645,9335,40875,29283,19673,9068,35568,26843,18113,7790,33902,24796,17119,32043,40507,34309,15870,
营业收入(万元),63330,45575,30217,14246,56312,39921,25552,11015,44659,31532,20645,9335,40875,29283,19673,9068,35568,26843,18113,7790,33902,24796,17119,32043,40507,34309,15870,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),47506,33971,23398,11628,45633,32450,21363,9451,36233,26296,17391,8136,33316,22500,15376,7011,28568,21221,13950,6291,25298,18313,12116,22498,23393,22535,13107,
营业成本(万元),35632,25855,17621,8662,35523,24947,16025,6954,28209,19931,13036,6009,25959,17989,12044,5269,22181,16645,10719,4610,18834,13468,9014,16737,17623,15066,9976,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),2203,1610,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),690,507,344,178,821,546,378,153,532,261,169,79,341,254,168,82,316,246,167,85,351,260,169,244,354,79,20,
销售费用(万元),2177,1727,1136,534,2193,1592,1081,485,1778,1323,839,440,1529,1065,666,325,1243,917,595,252,1251,935,576,1192,1254,1053,596,
管理费用(万元),5284,3831,3535,1646,6759,4616,3108,1431,5912,4478,3083,1498,5166,3939,2661,1237,4874,3516,2374,1265,4678,3311,2159,4160,4201,6373,2290,
财务费用(万元),-479,-496,-182,186,288,210,74,-16,-374,-253,-187,-35,-629,-1361,-631,-209,-483,-302,-259,-128,-285,-88,-84,-425,-50,50,46,
资产减值损失(万元),2000,936,944,421,48,539,698,445,176,557,451,145,951,615,469,307,436,199,354,207,470,427,282,592,10,-86,178,
公允价值变动收益(万元),--,-91,-53,-5,72,-43,21,26,-55,-37,-15,1,-17,-8,-60,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1431,946,639,122,1324,866,445,124,668,514,397,215,946,--,--,--,--,--,--,--,--,--,--,--,--,119,-75,
对联营企业和合营企业的投资收益(万元),453,429,239,--,151,102,64,--,117,92,61,--,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),17280,12527,7487,2798,12249,8575,4896,1714,9039,5712,3636,1415,8487,6775,4237,2057,7000,5622,4163,1498,8604,6483,5003,9545,17114,11894,2689,
营业外收入(万元),330,241,26,12,253,57,26,56,325,245,147,78,414,311,210,86,591,427,214,20,596,221,43,1342,275,969,1418,
营业外支出(万元),77,60,36,0,23,28,26,11,1,0,0,--,146,132,30,0,21,20,3,0,50,31,9,39,83,0,7,
非流动资产处置损失(万元),--,--,--,--,--,25,24,0,--,--,--,--,141,129,30,--,13,--,--,--,23,4,4,--,2,--,--,
利润总额(万元),17533,12709,7478,2810,12478,8605,4895,1759,9363,5957,3783,1493,8755,6953,4416,2143,7570,6029,4373,1518,9150,6674,5038,10848,17307,12862,4100,
所得税费用(万元),3298,2444,1631,403,1698,1073,696,267,1269,797,524,211,1530,916,578,261,1102,1377,964,92,1326,1167,784,1546,2703,2262,380,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),14235,10265,5847,2407,10780,7531,4199,1492,8094,5160,3259,1281,7225,6038,3838,1882,6468,4652,3409,1427,7824,5507,4254,9302,14604,10599,3720,
归属于母公司所有者的净利润(万元),14235,10265,5847,2407,10780,7531,4199,1492,8094,5160,3259,1281,7225,6038,3838,1882,6468,4652,3409,1427,7824,5507,4254,9302,14604,9032,3342,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-7,-54,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1568,378,
基本每股收益,0.42,0.3,0.17,0.07,0.32,0.22,0.12,0.07,0.36,0.23,0.15,0.06,0.32,0.27,0.17,0.08,0.37,0.28,0.2,0.09,0.47,0.33,0.25,0.55,0.87,0.65,0.24,
稀释每股收益,0.42,0.3,0.17,0.07,0.32,0.22,0.12,0.07,0.36,0.23,0.15,0.06,0.32,0.27,0.17,0.08,0.37,0.28,0.2,0.09,0.47,0.33,0.25,0.55,0.87,0.65,0.24,
