报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),24713,14463,7431,30796,22742,14523,6553,23426,16645,11049,4695,18992,15258,10656,5039,23187,15215,11130,4193,21100,15094,23564,22359,15973,10701,
营业收入(万元),24713,14463,7431,30796,22742,14523,6553,23426,16645,11049,4695,18992,15258,10656,5039,23187,15215,11130,4193,21100,15094,23564,22359,15973,10701,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),21517,13135,6446,27962,20828,13532,5833,21791,14706,9949,4433,17433,13543,9297,4198,19812,13025,9358,3799,17619,12709,16906,15738,10536,7062,
营业成本(万元),15213,8879,4444,19426,14880,9644,4311,14821,10389,7230,3185,11802,9729,6741,2967,13778,8906,6509,2519,11722,8235,11085,10175,7738,4961,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),1173,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),492,352,188,595,425,265,164,394,146,71,29,203,162,114,51,184,143,109,41,177,167,284,168,122,143,
销售费用(万元),2010,1240,517,2618,1715,1125,551,2299,1398,859,326,1492,1057,731,322,1431,939,614,311,1648,1211,1561,1278,852,517,
管理费用(万元),2159,2041,951,3926,2776,1880,798,3694,2736,1834,1002,3372,2535,1599,814,3736,2469,1667,859,3279,2512,3252,3801,1847,1354,
财务费用(万元),-541,-80,347,302,250,95,10,-217,-110,-64,-13,-44,-62,-11,44,335,250,140,69,269,183,177,66,12,-7,
资产减值损失(万元),1011,703,--,1096,783,524,--,800,148,18,-96,608,123,123,--,348,319,319,--,524,401,547,250,-35,94,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),10,6,3,18,45,33,11,168,142,115,60,279,206,170,2,65,39,33,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3570,1619,1063,3445,1959,1025,732,1803,2081,1215,322,1837,1921,1529,844,3441,2229,1805,394,3482,2386,6658,6621,5437,3639,
营业外收入(万元),42,11,8,51,425,114,59,688,524,377,42,615,360,239,74,944,582,476,62,1197,600,895,650,356,519,
营业外支出(万元),62,3,1,33,1,1,0,220,197,189,182,23,17,11,5,43,29,25,4,44,41,31,46,28,51,
非流动资产处置损失(万元),--,--,--,--,--,--,--,16,--,--,--,--,--,--,--,--,--,--,--,6,--,1,0,--,--,
利润总额(万元),3550,1627,1070,3463,2383,1138,790,2271,2408,1402,182,2429,2264,1757,912,4341,2783,2256,452,4635,2945,7522,7224,5765,4107,
所得税费用(万元),400,172,169,358,293,152,137,373,430,297,44,341,304,266,137,598,308,253,68,1140,619,1087,1149,874,575,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3150,1455,901,3105,2090,986,653,1898,1978,1105,137,2088,1960,1491,775,3743,2474,2003,384,3495,2326,6434,6075,4891,3532,
归属于母公司所有者的净利润(万元),3103,1420,875,3145,2164,1070,698,2149,2104,1174,188,2191,1998,1498,775,3743,2474,2003,384,3495,2326,6434,6075,4891,3532,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),46,35,26,-40,-74,-83,-46,-252,-126,-68,-50,-103,-39,-7,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.28,0.13,0.11,0.39,0.27,0.13,0.09,0.27,0.26,0.15,0.02,0.27,0.25,0.19,0.1,0.59,0.41,0.33,0.06,0.58,0.39,1.07,1.01,--,--,
稀释每股收益,0.28,0.13,0.11,0.39,0.27,0.13,0.09,0.27,0.26,0.15,0.02,0.27,0.25,0.19,0.1,0.59,0.41,0.33,0.06,0.58,0.39,1.07,1.01,--,--,
