报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),43613,205730,153353,93514,37940,183725,134568,80093,34517,94580,64538,36827,15488,70569,51439,31523,13649,59606,43625,26799,11875,55412,42596,24231,10300,47091,33292,20011,8185,36452,24862,16278,7120,32884,23958,28495,24843,
营业收入(万元),43613,205730,153353,93514,37940,183725,134568,80093,34517,94580,64538,36827,15488,70569,51439,31523,13649,59606,43625,26799,11875,55412,42248,24231,10186,47091,33292,20011,8185,36452,24862,16278,6871,32884,23571,28495,24843,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,348,--,114,--,--,--,0,--,0,0,248,--,387,0,0,
营业总成本(万元),41761,174730,125358,75398,31237,143640,100128,59106,26295,85162,58545,33132,14147,64348,46176,28522,12446,52167,37700,23113,10369,48143,35850,20876,9283,42393,30785,19050,8059,32465,22583,14604,6437,29802,21263,25774,20473,
营业成本(万元),32719,135963,99530,59724,24141,110665,79199,46198,20218,65240,45268,25657,10988,49783,36172,22273,9650,39956,28849,17599,7701,36218,27464,15974,6908,33158,24056,14815,5927,25374,17371,11262,4725,22731,16276,19703,17367,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
