报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),42321,26868,10700,55057,25748,49740,20240,39743,38751,44559,
营业收入(万元),42321,26868,10700,55057,25748,49740,20240,39743,38751,44559,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),35244,22547,9144,46296,22266,43111,18005,36600,35589,41803,
营业成本(万元),27655,18108,7294,38802,18857,36126,14985,30214,28883,35251,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),312,189,109,438,174,343,128,236,217,234,
销售费用(万元),1733,965,368,1760,709,1558,576,1389,1279,1214,
管理费用(万元),4490,2807,1339,5935,2575,6058,2380,4572,4524,4387,
财务费用(万元),946,546,161,-882,-115,-1081,-80,238,726,583,
资产减值损失(万元),108,-68,-128,243,66,106,19,-50,-40,134,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),14,14,--,17,14,29,2,6,2,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,0,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7181,4394,1556,8778,3495,6658,2235,3150,3164,2757,
营业外收入(万元),3,1,43,376,79,263,83,220,221,365,
营业外支出(万元),35,12,1,81,64,131,87,100,166,8,
非流动资产处置损失(万元),17,--,--,15,2,65,--,32,--,--,
利润总额(万元),7148,4383,1599,9073,3511,6790,2230,3269,3219,3114,
所得税费用(万元),1046,603,251,1026,332,996,300,494,606,571,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),6103,3779,1347,8047,3179,5793,1930,2775,2613,2543,
归属于母公司所有者的净利润(万元),6097,3782,1361,8037,3176,5822,1926,2815,2599,2526,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),5,-2,-14,11,2,-28,4,-40,13,17,
基本每股收益,0.95,0.63,0.23,1.34,0.53,1,0.33,0.49,0.45,0.44,
稀释每股收益,0.95,0.63,0.23,1.34,0.53,1,--,0.49,0.45,0.44,
