报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),98009,513311,310129,181422,68322,287071,187096,119837,40268,228149,154807,92569,36189,225889,154395,91639,36002,183262,122679,72171,36183,176520,125311,67604,30280,208718,143175,84441,30909,185664,124910,77194,25821,126253,82636,44630,19869,137652,99515,60156,22892,116180,75846,106300,75576,49563,
营业收入(万元),98009,513311,310129,181422,68322,287071,187096,119837,40268,228149,154807,92569,36189,225889,154395,91639,36002,183262,122679,72171,36183,176520,125311,67604,30280,208718,143175,84441,30909,185664,124910,77194,25821,126253,82636,44630,19869,137652,99515,60156,22892,116180,75846,106300,75576,49563,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),104472,480261,315442,186755,73121,285337,184534,118011,40455,226560,152012,91543,36903,225313,154088,91861,36509,179153,118518,69282,33790,163333,114236,60846,27565,188109,127217,74812,28257,165001,109737,67895,23962,107674,71106,36871,16002,120552,89382,53484,20333,103910,66929,94666,66281,46269,
营业成本(万元),85932,386215,255321,149092,56652,250904,162329,103680,35181,194039,132812,79900,31777,198115,135314,80624,31369,159791,107914,62773,30979,151491,107467,56938,25897,179211,120924,70969,26629,157134,103955,63896,22391,104399,68802,36016,16040,115890,86015,51392,19356,99990,65069,90586,63922,44821,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
