报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2005-12-31,2004-12-31,
营业总收入(万元),4444,78911,42868,27829,4718,60073,23261,12343,1162,39298,27386,20597,1715,80345,60914,36659,7180,87097,39424,15121,4122,47236,29949,15547,1396,64015,35179,16173,2690,54276,35761,22054,12207,42717,25079,13760,1579,39809,26234,15621,78,33644,24545,9746,15725,10320,14090,15175,
营业收入(万元),4444,78911,42868,27829,4718,60073,23261,12343,1162,39298,27386,20597,1715,80345,60914,36659,7180,87097,39424,15121,4122,47236,29949,15547,1396,64015,35179,16173,2690,54276,35761,22054,12207,42717,25079,13760,1579,39809,26234,15621,78,33644,24545,9746,15725,10320,14090,15175,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,0,0,0,0,
营业总成本(万元),5873,75711,42641,28644,6116,58914,25927,14490,2732,45682,28394,20165,2747,72603,56438,33742,7679,79693,37250,15227,5236,45041,28963,16668,2889,61730,33977,16690,4285,46190,30446,18633,10850,35896,21293,11969,1970,35743,22729,14091,667,30388,21481,8594,14165,8964,12382,13595,
营业成本(万元),3334,62168,35029,23514,4107,45720,16874,8439,976,32367,20006,14948,1240,60632,47142,28650,5990,61901,27349,9140,2785,33288,21145,11451,938,47868,25331,11968,2408,37004,24081,14210,8240,28029,16091,8836,1075,29398,18576,11738,56,24643,17613,6676,11362,7144,10781,11775,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,0,0,0,0,
营业税金及附加(万元),96,1016,499,400,202,817,185,175,76,287,209,183,22,811,541,284,93,463,168,117,45,519,307,173,131,364,132,40,-6,295,185,132,70,47,10,8,0,19,10,3,0,-41,24,24,65,47,78,93,
销售费用(万元),299,2105,1248,828,254,3339,2218,1262,229,2110,1331,1057,245,2309,1534,1090,140,7290,3400,1842,786,4546,2867,1946,392,6185,3328,1639,546,3564,2601,2106,1218,3255,2206,1122,146,1839,1316,686,100,2083,1304,568,332,189,144,154,
管理费用(万元),1536,9248,4939,3043,1143,6493,5008,3634,1123,8904,5531,2745,1110,7052,5237,2904,1613,6535,4476,3086,1352,5018,3530,2441,1291,4990,3593,2171,1224,3738,2860,1889,1188,3465,2109,1350,708,2843,1637,861,326,2359,1390,854,1745,1020,793,1066,
财务费用(万元),644,1249,1475,1015,521,1841,1409,944,488,2067,1429,844,384,1557,1192,597,243,1871,1293,886,357,1838,1248,902,497,1755,1300,859,392,1024,656,351,206,1026,806,551,273,1072,783,518,250,968,670,420,653,564,476,471,
资产减值损失(万元),-36,-75,-549,-156,-110,704,233,37,-161,-54,-113,388,-254,242,792,218,-399,1633,565,156,-88,-167,-134,-244,-360,567,292,14,-279,565,63,-55,-71,74,72,103,-234,572,408,284,-65,375,480,52,9,0,110,36,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,--,0,0,0,
投资收益(万元),--,--,115,115,--,--,--,--,--,--,--,--,--,--,--,--,0,-2,-2,-1,-0,-2,-2,-1,-0,-2,-2,-1,-0,-2,-2,-1,-0,-2,-2,-1,-1,-2,-1,-1,0,-2,-1,-1,-2,0,-2,-2,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,0,0,0,0,
营业利润(万元),-1429,3327,342,-700,-1398,1159,-2666,-2147,-1570,-6384,-1008,432,-1031,7742,4475,2917,-500,7402,2173,-107,-1115,2193,984,-1122,-1494,2283,1200,-518,-1595,8084,5314,3420,1357,6819,3784,1789,-391,4063,3503,1529,-588,3255,3063,1152,1557,1356,1706,1578,
营业外收入(万元),57,564,239,199,95,209,48,17,7,395,68,68,20,120,70,41,27,820,720,716,3,217,13,13,7,1972,1328,1325,21,316,29,15,8,26,11,1,--,2013,32,16,3,119,37,37,--,0,5,8,
营业外支出(万元),0,171,173,111,10,195,150,144,1,40,2,1,--,1,1,1,--,665,1,1,--,11,11,2,1,16,15,13,--,9,9,7,1,41,38,32,--,--,1,0,0,6,6,6,3,1,1,2,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,--,0,0,0,
利润总额(万元),-1373,3720,408,-611,-1313,1173,-2769,-2274,-1564,-6029,-941,498,-1011,7861,4544,2957,-473,7558,2892,608,-1111,2399,986,-1111,-1487,4239,2513,794,-1574,8391,5334,3427,1364,6803,3756,1758,-391,6076,3534,1545,-585,3368,3094,1183,1555,1355,1709,1584,
所得税费用(万元),8,1957,360,87,0,729,-11,-125,-55,58,529,405,--,1845,1330,718,100,1867,877,442,119,1091,422,77,0,1034,461,331,0,1767,981,644,285,1418,652,366,13,575,641,224,-2,35,358,131,376,325,44,72,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,0,0,0,0,0,0,
净利润(万元),-1380,1763,48,-699,-1313,444,-2758,-2149,-1509,-6087,-1471,93,-1011,6016,3214,2239,-573,5690,2016,166,-1230,1309,563,-1187,-1488,3205,2052,463,-1574,6624,4352,2784,1079,5386,3104,1392,-404,5502,2892,1321,-583,3333,2736,1051,1179,1030,1665,1512,
归属于母公司所有者的净利润(万元),-1293,1590,280,-469,-1177,1333,-1974,-1501,-1269,-5292,-870,405,-993,6726,3843,2484,-403,7079,2460,522,-1017,1608,469,-1061,-1333,2848,1881,602,-1219,5201,3643,2262,882,5167,3218,1453,-350,5228,2606,1137,-497,3038,2358,986,1402,1205,1227,1185,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-87,173,-232,-230,-137,-889,-784,-648,-241,-794,-601,-312,-18,-711,-629,-245,-169,-1389,-445,-356,-213,-299,95,-127,-154,357,171,-139,-354,1423,709,522,196,219,-114,-61,-54,274,286,184,-87,296,378,65,-223,-174,439,328,
基本每股收益,-0.11,0.14,0.02,-0.04,-0.1,0.11,-0.17,-0.13,-0.11,-0.46,-0.07,0.03,-0.09,0.58,0.33,0.21,-0.03,0.61,0.21,0.04,-0.09,0.14,0.04,-0.09,-0.11,0.25,0.16,0.05,-0.11,0.52,0.36,0.23,0.09,0.52,0.32,0.15,-0.04,0.67,0.33,0.15,-0.07,0.51,0.39,0.16,0.23,0.2,0.2,0.2,
稀释每股收益,-0.11,0.14,0.02,-0.04,-0.1,0.11,-0.17,-0.13,-0.11,-0.46,-0.07,0.03,-0.09,0.58,0.33,0.21,-0.03,0.61,0.21,0.04,-0.09,0.14,0.04,-0.09,-0.11,0.25,0.16,0.05,-0.11,0.52,0.36,0.23,0.09,0.52,0.32,0.15,-0.04,0.67,0.33,0.15,-0.07,0.51,0.39,0.16,0.23,0.2,0.2,0.2,
