报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),84867,396136,273951,159622,62502,312530,219644,131721,55739,323613,233515,148394,65354,317713,224753,136323,59351,300156,202066,119265,52371,257756,183133,111785,48344,251449,175198,108026,46443,192977,134182,148013,147125,126677,
营业收入(万元),84867,396136,273951,159622,62502,312530,219644,131721,55739,323613,233515,148394,65354,317713,224753,136323,59351,300156,202066,119265,52371,257756,183133,111785,48344,251449,175198,108026,46443,192977,134182,148013,147125,126677,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业总成本(万元),81739,381681,260555,151928,59596,294577,204827,123494,53022,307263,220835,142222,63528,303241,214214,131691,57933,287940,193380,114754,50878,245416,173017,105082,45667,238731,164952,101835,43756,180409,124836,138195,137782,119381,
营业成本(万元),73972,341864,235690,137144,52906,259607,182041,108849,46085,275868,199603,128376,57289,276886,197222,120969,52584,266391,179490,105749,46653,228077,161662,97968,42171,224109,155577,96145,41018,168689,117118,126152,127126,110953,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业税金及附加(万元),482,2089,1219,729,336,2282,774,319,149,1218,605,179,184,919,438,310,115,749,340,210,84,141,251,117,66,396,230,148,68,360,257,367,416,287,
销售费用(万元),3977,21908,13978,8109,3687,16983,10772,6497,2886,15610,10555,6706,2988,13588,8627,5281,2530,11210,7236,4537,2178,9383,5842,3584,1713,6662,4324,2565,1285,5413,3563,5415,3832,3526,
管理费用(万元),3447,15364,10763,6947,3460,16094,12427,8276,4092,15216,10328,6838,3339,12453,7856,5165,2583,10499,6811,4366,2036,8806,5545,3443,1582,7950,5045,3362,1610,4957,3120,4919,4393,3080,
财务费用(万元),-180,-1955,-1745,-1245,-693,-1963,-1527,-861,-366,-1505,-724,-273,-265,-1428,-929,-644,-403,-1563,-836,-446,-328,-1306,-815,-418,-161,-1260,-959,-647,-283,717,549,557,1655,1234,
资产减值损失(万元),42,2411,650,244,-99,1574,340,413,176,855,468,396,-7,822,1000,612,525,654,339,337,255,315,532,388,296,874,737,262,57,273,229,785,359,301,
公允价值变动收益(万元),--,57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-2,-2,-2,-2,2,--,0,126,-23,-23,569,-75,-90,-88,114,0,0,
投资收益(万元),-27,12,-55,25,40,-40,-5,5,5,-81,-41,27,9,-468,5,-6,-40,-85,-59,-35,1,22,3,6,35,178,147,106,75,123,58,916,0,5,
对联营企业和合营企业的投资收益(万元),--,--,-179,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0,--,--,--,--,0,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业利润(万元),3251,15411,13645,7719,2945,17913,14811,8232,2722,16269,12640,6199,1834,14004,10545,4625,1378,12129,8625,4474,1492,12364,10119,6708,2837,12873,10369,6865,2686,12601,9317,10848,9343,7301,
营业外收入(万元),65,400,400,507,175,2075,902,555,269,1673,541,291,151,1673,780,487,358,1191,437,287,146,1211,493,309,144,1614,737,541,376,872,247,868,654,492,
营业外支出(万元),2,315,70,44,5,76,28,22,16,47,28,24,18,24,15,21,7,36,16,16,9,45,35,22,0,23,9,6,2,39,30,25,100,28,
非流动资产处置损失(万元),--,--,12,5,4,39,2,2,0,37,20,20,17,10,3,3,2,9,1,1,0,22,9,1,0,15,2,0,0,25,22,3,23,11,
利润总额(万元),3314,15496,13975,8182,3115,19912,15686,8765,2975,17896,13153,6466,1968,15653,11310,5091,1728,13285,9046,4745,1629,13530,10577,6995,2981,14464,11097,7400,3061,13433,9534,11691,9897,7765,
所得税费用(万元),544,2118,2561,1430,618,2641,2457,1346,487,2642,2009,1051,346,2357,1847,858,341,1996,1445,747,268,2003,1666,1147,486,2394,1775,1197,507,2027,1437,1583,1242,1150,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
净利润(万元),2770,13378,11414,6753,2497,17271,13229,7419,2488,15253,11143,5415,1621,13296,9463,4234,1387,11289,7601,3998,1361,11527,8911,5848,2494,12069,9322,6204,2554,11406,8097,10107,8656,6615,
归属于母公司所有者的净利润(万元),2545,12421,10802,6394,2296,16897,12923,7072,2551,14606,10519,5020,1628,12790,8776,3982,1275,11358,7651,4079,1404,11631,9079,6065,2604,11606,9009,6016,2493,11376,8087,10083,8636,5877,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-253,--,--,--,--,--,0,--,0,0,0,0,
少数股东损益(万元),226,957,612,359,201,374,307,347,-63,647,624,395,-6,505,687,252,112,-69,-51,-80,-44,-104,-168,-217,-109,463,312,187,61,31,9,24,19,738,
基本每股收益,0.05,0.23,0.2,0.12,0.04,0.31,0.24,0.13,0.05,0.27,0.19,0.09,0.03,0.24,0.16,0.07,0.04,0.34,0.23,0.12,0.04,0.35,0.27,0.18,0.09,0.41,0.32,0.22,0.18,1.08,0.77,0.96,0.83,0.65,
稀释每股收益,0.05,0.23,0.2,0.12,0.04,0.31,0.24,0.13,0.05,0.27,0.19,0.09,0.03,0.24,0.16,0.07,0.04,0.34,0.23,0.12,0.04,0.35,0.27,0.18,0.09,0.41,0.32,0.22,0.18,1.08,0.77,0.96,0.83,0.65,
