报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),16430,60290,45054,28433,13322,45038,32897,20797,10256,44860,34540,22379,11360,48831,37194,24485,11583,55942,58275,54836,
营业收入(万元),16430,60290,45054,28433,13322,45038,32897,20797,10256,44860,34540,22379,11360,48831,37194,24485,11583,55942,58275,54836,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),14833,53335,39895,25777,12173,40497,29962,19265,9434,39100,30031,19762,9902,42113,32199,21180,10300,46676,49829,47051,
营业成本(万元),9249,33157,24975,15955,7644,24569,17987,11638,5764,23138,17883,11523,5755,25271,19056,12475,5886,28101,30720,29225,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),235,838,630,415,190,713,394,228,131,428,344,215,109,531,436,279,136,643,626,579,
销售费用(万元),2724,10479,7891,5109,2239,9528,6946,4392,2069,9837,7567,5083,2452,10516,8250,5546,2672,11518,12164,10496,
管理费用(万元),1845,7222,5161,3527,1630,6054,4659,3097,1413,5687,4020,2654,1291,5200,3993,2614,1376,5651,5324,5146,
财务费用(万元),451,1420,960,610,275,-351,-181,-150,1,-260,-138,-18,2,416,283,195,89,569,1293,1449,
资产减值损失(万元),329,219,279,161,194,-17,157,60,56,270,355,305,294,179,181,72,141,194,-297,156,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,
投资收益(万元),--,--,--,--,--,167,135,65,15,387,267,144,--,--,--,--,--,--,--,-10,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1676,7412,5458,2782,1150,4708,3070,1596,837,6147,4776,2761,1458,6718,4995,3305,1283,9266,8446,7780,
营业外收入(万元),0,30,13,6,61,386,157,105,45,323,120,83,42,338,212,126,17,397,215,695,
营业外支出(万元),41,342,274,142,44,329,321,201,40,418,390,240,223,271,62,44,16,153,256,389,
非流动资产处置损失(万元),--,--,38,15,9,10,8,1,--,3,1,1,1,0,--,--,--,20,9,--,
利润总额(万元),1634,7100,5197,2646,1167,4765,2906,1500,842,6052,4507,2603,1278,6784,5145,3387,1283,9510,8405,8086,
所得税费用(万元),455,1511,1031,559,275,802,442,287,180,881,598,365,173,1020,778,506,179,1385,949,1309,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1179,5589,4165,2087,892,3963,2464,1213,662,5171,3909,2238,1104,5764,4368,2881,1104,8125,7456,6778,
归属于母公司所有者的净利润(万元),1121,5288,3995,2000,867,4089,2553,1282,680,5175,3909,2238,1104,5764,4368,2881,1104,8125,7456,6778,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,562,562,102,--,894,923,559,
少数股东损益(万元),58,301,170,87,26,-127,-89,-69,-18,-4,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.04,0.17,0.12,0.06,0.03,0.13,0.08,0.04,0.04,0.34,0.26,0.15,0.08,0.48,0.36,0.24,0.09,0.68,0.62,0.57,
稀释每股收益,0.04,0.17,0.12,0.06,0.03,0.13,0.08,0.04,0.04,0.34,0.26,0.15,0.08,0.48,0.36,0.24,0.09,0.68,0.62,0.57,
