报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),230120,134956,51239,279940,166265,99015,35894,234890,131515,72967,26716,183325,98877,65123,21742,123060,77231,48532,20568,94108,64398,39520,16276,83569,59982,37369,14187,76425,52160,29965,65178,24313,52781,35381,13714,
营业收入(万元),230120,134956,51239,279940,166265,99015,35894,234890,131515,72967,26716,183325,98877,65123,21742,123060,77231,48532,20568,94108,64398,39520,16276,83569,59982,37369,14187,76425,52160,29965,65178,24313,52781,35381,13714,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),190742,118265,48421,249951,140893,91925,36440,203174,111655,68253,27493,157191,88093,60195,23230,110357,69355,43978,20534,88573,59242,36357,16192,72965,52264,33634,14022,62041,44062,26715,51977,22372,41936,30261,14261,
营业成本(万元),108814,66904,25693,141798,79679,50253,18032,121967,62761,37300,14404,95347,48418,34303,12424,66809,40038,25153,11618,47916,31761,19134,7242,39724,27276,17676,6314,35381,24189,13657,29331,11104,22814,15585,5992,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
