报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),19674,119580,88203,52171,20372,112769,78960,44860,15065,77732,50646,29775,14001,80042,60805,38606,16196,113758,85213,58678,24284,100389,74192,110861,113750,70982,36783,
营业收入(万元),19651,119490,88136,52126,20350,112688,78901,44821,15065,77669,50593,29732,14001,80004,60805,38576,16196,113731,85213,58678,24284,100389,74192,110861,113750,70982,36783,
利息收入(万元),24,90,67,45,22,81,59,39,--,63,53,43,--,39,--,30,--,27,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),19332,133146,87104,51666,20192,110883,77308,43341,14805,76231,50224,29396,13928,83954,61493,38356,16464,109742,80742,55105,23250,94597,70170,103214,106239,64762,31918,
营业成本(万元),16245,100910,74275,44040,17215,92084,65397,36490,11416,63686,42526,24956,11993,68730,52242,32492,14184,95747,71290,48677,20248,83417,61787,91192,94120,57722,28035,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),158,1249,688,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),152,877,586,303,131,673,477,291,162,669,111,77,35,281,205,92,38,221,214,206,18,354,343,372,279,110,121,
销售费用(万元),1266,6660,4605,2841,1146,6751,4627,2532,1054,4455,2450,1436,646,4638,3014,1783,727,4682,3189,2162,933,4100,2947,4209,4649,2931,1770,
管理费用(万元),1111,4309,3026,2404,1109,6658,4613,3043,1678,3875,2649,1582,687,3887,2793,1778,751,3417,2441,1709,743,3617,2684,3937,4191,2772,1251,
财务费用(万元),1033,3609,2475,1832,1058,3289,2478,1510,638,2768,2167,1396,847,3615,2601,1763,792,4160,3025,1886,936,2523,1880,2872,2592,1067,740,
资产减值损失(万元),-633,15532,1448,245,-468,1429,-284,-525,-143,778,320,-50,-280,2803,639,448,-27,1515,582,465,373,585,529,631,407,160,1,
公允价值变动收益(万元),579,-5626,-182,-232,--,-818,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-10,10,179,234,63,35,99,41,0,40,--,--,--,99,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),972,-18886,1324,660,242,1481,1751,1561,260,1542,422,379,73,-3813,-688,250,-268,4015,4471,3573,1034,5792,4022,7648,7512,6220,4865,
营业外收入(万元),32,8451,13,8,--,1387,161,87,28,436,355,120,104,514,130,122,13,699,222,210,90,445,188,57,178,13,2,
营业外支出(万元),--,62,9,9,--,22,19,19,19,16,0,0,0,2,--,--,--,4,3,0,--,8,1,10,24,9,0,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,2,--,--,--,0,--,--,--,--,--,--,--,--,--,
利润总额(万元),1004,-10497,1327,659,242,2847,1893,1630,270,1962,776,498,176,-3300,-558,372,-256,4710,4690,3783,1124,6229,4209,7694,7666,6225,4867,
所得税费用(万元),221,-338,294,144,42,586,103,186,58,391,241,70,38,-430,-5,167,56,892,757,597,175,962,625,1207,1236,982,1374,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),782,-10159,1033,515,200,2261,1790,1443,212,1571,535,428,138,-2870,-553,204,-312,3818,3933,3185,948,5267,3584,6487,6430,5243,3493,
归属于母公司所有者的净利润(万元),802,-10049,1047,524,219,2281,1780,1430,212,1573,534,426,138,-2869,-552,205,-312,3820,3934,3186,949,5270,3586,6488,6430,5243,3493,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2662,
少数股东损益(万元),-19,-110,-14,-9,-19,-21,10,13,-0,-2,1,1,-0,-1,-1,-0,-0,-2,-1,-1,-0,-2,-2,-0,--,--,--,
基本每股收益,0.05,-0.66,0.07,0.03,0.02,0.23,0.15,0.12,0.03,0.2,0.08,0.06,0.02,-0.42,-0.08,0.03,-0.05,0.71,0.77,0.62,0.19,1.03,0.7,1.27,1.26,1.06,3.04,
稀释每股收益,0.05,-0.66,0.07,0.03,0.02,0.23,0.15,0.12,0.03,0.2,0.08,0.06,0.02,-0.42,-0.08,0.03,-0.05,0.71,0.77,0.62,0.19,1.03,0.7,1.27,1.26,1.06,3.04,
