报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),15203,53004,37160,25207,12544,49692,38332,26641,13186,39235,26722,17492,9095,30345,22114,15202,7026,30231,21671,14915,6142,28662,26541,21256,17163,
营业收入(万元),15203,53004,37160,25207,12544,49692,38332,26641,13186,39235,26722,17492,9095,30345,22114,15202,7026,30231,21671,14915,6142,28662,26541,21256,17163,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),13280,50441,31038,20399,10799,40339,29971,20640,10607,31572,21669,14231,7463,26032,18600,12522,5582,23962,17416,11765,4799,22872,21655,17482,13955,
营业成本(万元),9996,34117,22637,14575,7831,27449,20907,14349,7225,22460,15462,10532,5687,19056,13759,9359,4121,18616,13346,9022,3456,18234,17810,15028,12117,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),29,363,180,64,33,210,141,89,11,353,228,100,43,218,144,93,58,223,171,81,19,213,165,20,16,
销售费用(万元),1190,6136,4242,2733,1487,6418,4724,3283,1646,4916,3268,1975,936,3667,2483,1542,791,2790,2101,1395,650,2235,1971,1167,983,
管理费用(万元),1358,5470,4020,2396,1100,4892,3636,2385,1134,4133,2902,1541,663,2855,1890,1180,500,2019,1494,1041,506,2024,1546,1141,783,
财务费用(万元),564,-249,-521,153,10,504,84,237,362,-922,-480,-290,-127,-210,44,41,20,47,29,19,6,79,102,86,18,
资产减值损失(万元),143,4605,480,478,337,865,480,297,230,632,290,374,261,447,279,306,93,267,274,206,162,87,62,40,38,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),0,4485,-1,-4,-2,-34,-24,-22,--,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,-28,-1,-4,--,-34,-24,-22,--,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1962,7445,6481,5159,1743,9320,8337,5979,2579,7662,5053,3261,1631,4313,3513,2680,1444,6270,4254,3150,1343,5791,4886,3774,3208,
营业外收入(万元),5,3,--,--,5,111,54,23,18,116,103,83,69,941,506,486,5,625,31,19,5,528,177,251,33,
营业外支出(万元),0,155,5,5,--,16,16,16,0,87,0,0,0,28,43,0,--,0,4,0,0,5,11,--,15,
非流动资产处置损失(万元),--,--,0,--,--,16,16,16,--,87,--,--,--,11,--,--,--,--,--,--,--,--,--,--,2,
利润总额(万元),1968,7293,6476,5154,1748,9415,8375,5986,2597,7691,5156,3343,1700,5226,3977,3166,1449,6895,4282,3169,1348,6313,5052,4025,3225,
所得税费用(万元),261,927,625,871,201,1042,1220,854,438,1086,673,452,265,628,476,418,201,890,655,438,176,850,564,406,360,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1706,6366,5851,4283,1547,8374,7156,5133,2159,6605,4483,2891,1435,4598,3500,2749,1248,6004,3627,2731,1171,5463,4488,3619,2865,
归属于母公司所有者的净利润(万元),1845,6856,6094,4388,1594,8531,6096,4360,1701,6359,4497,2897,1437,4606,3504,2750,1248,6006,3629,2731,1171,5463,4488,3619,2865,
