报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
营业总收入(万元),63724,27417,12489,48083,33358,23217,11263,47147,33405,24051,12401,40976,24241,13824,4562,40854,28503,17664,8985,30934,22236,14847,6523,36628,27779,18860,9762,30674,20476,13480,6414,31445,21347,12207,5693,21878,14884,2841,13585,9594,
营业收入(万元),63724,27417,12489,48083,33358,23217,11263,47147,33405,24051,12401,40976,24241,13824,4562,40854,28503,17664,8985,30934,22236,14847,6523,36628,27779,18860,9762,30674,20476,13480,6414,31445,21347,12207,5693,21878,14884,2841,13585,9594,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业总成本(万元),58939,24488,10890,45010,30863,21232,10344,45054,31599,22324,10739,36210,22410,12868,5746,34156,23973,15019,7677,28607,19483,12727,5986,35552,26590,18526,9497,30600,19352,10948,5112,15468,10352,5926,2755,10531,6651,1289,7917,5958,
营业成本(万元),34571,14986,6911,27653,19598,13622,6999,27562,20184,14696,7467,20540,11374,6391,2538,19599,13798,8823,4802,16179,11620,7825,3406,21023,16248,11649,6734,18816,11773,6650,3032,10134,6540,3668,1701,6206,3994,872,4950,3917,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
研发费用(万元),1376,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业税金及附加(万元),908,477,222,809,503,363,149,600,275,208,100,383,204,144,43,497,304,176,89,362,260,186,87,361,250,156,74,226,162,129,54,307,206,111,55,223,175,13,152,112,
销售费用(万元),12382,3480,1440,6332,3766,2664,1117,5572,3140,1948,662,4712,3323,2026,886,6105,4506,2242,1027,5069,3695,2448,1160,8260,6366,4355,1451,7547,5888,3215,661,3214,1737,885,377,2175,1187,204,1320,1188,
管理费用(万元),9062,5354,2435,8945,6769,4411,2043,9834,7218,5111,2387,9873,7915,4691,2749,9961,6849,4620,2503,8899,6179,3886,2100,8831,6048,3912,2009,6976,3946,2430,1519,3698,2064,1321,631,2041,1349,216,1485,770,
财务费用(万元),512,145,-56,130,65,103,42,699,458,242,138,-558,-633,-578,-462,-2768,-2147,-1439,-759,-2984,-2465,-1662,-769,-3187,-2322,-1546,-772,-3110,-2416,-1476,-154,-1878,-195,-59,-9,-89,-59,-16,-15,25,
资产减值损失(万元),129,46,-62,1142,161,69,-5,786,323,120,-16,1259,228,194,-8,761,663,596,15,1082,195,45,--,263,-0,-0,--,145,--,--,--,-6,--,--,0,-25,5,0,25,-53,
公允价值变动收益(万元),28,230,110,1073,63,209,301,-1026,27,161,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
投资收益(万元),1226,1358,858,2087,2614,1715,588,3750,2211,1222,690,3381,2189,1468,335,220,143,105,19,172,--,--,--,306,280,181,62,114,40,40,40,67,--,--,0,81,61,0,129,70,
对联营企业和合营企业的投资收益(万元),-122,-89,--,-240,-170,-91,--,--,-110,-77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
