报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),38994,136910,101215,66488,32589,125798,91629,60146,30706,121994,90368,57860,29501,114389,84009,55015,27632,104846,95297,79932,
营业收入(万元),38994,136910,101215,66488,32589,125798,91629,60146,30706,121994,90368,57860,29501,114389,84009,55015,27632,104846,95297,79932,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),38154,131458,96790,63465,31336,120740,87907,57649,29490,116193,86190,55198,28300,108618,80286,52653,26590,98991,89441,74935,
营业成本(万元),33898,117950,87507,57723,28563,111420,81119,52995,27378,108028,80136,51255,26277,101221,74624,48768,24431,91613,83017,69874,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),140,451,307,201,96,385,172,125,75,280,218,136,61,254,178,131,60,246,277,216,
销售费用(万元),2213,6984,4196,2654,1268,4624,3479,2530,997,4287,2910,1982,952,3500,2490,1746,935,3340,2915,2546,
管理费用(万元),1543,5329,4232,2560,1246,4397,3236,2107,1035,3705,2666,1584,821,2841,2178,1414,733,2737,2251,1880,
财务费用(万元),341,643,380,213,69,-145,-206,-118,-35,0,210,266,135,765,585,376,144,1001,841,390,
资产减值损失(万元),19,102,168,115,95,59,107,11,41,-107,50,-25,55,36,231,217,288,53,140,29,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,12,-4,-4,-6,-33,-17,552,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,12,-4,-4,-6,-33,-17,18,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),882,5541,4426,3023,1253,5058,3723,2497,1217,5801,4179,2662,1201,5783,3719,2358,1036,5822,5838,5549,
营业外收入(万元),0,92,121,71,52,289,267,254,52,449,55,44,17,234,66,36,17,212,109,374,
营业外支出(万元),3,196,116,1,1,130,118,58,35,184,136,70,37,132,97,64,31,206,217,145,
非流动资产处置损失(万元),--,--,--,--,--,5,--,--,--,15,--,2,--,1,--,1,--,2,--,2,
利润总额(万元),879,5437,4431,3094,1304,5217,3872,2692,1234,6065,4097,2636,1182,5885,3687,2330,1022,5828,5731,5778,
所得税费用(万元),218,1451,1092,747,301,1230,892,655,310,1370,944,612,270,1294,829,536,218,1287,1495,1368,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),660,3986,3339,2347,1003,3986,2980,2038,923,4695,3154,2023,911,4590,2859,1794,804,4541,4236,4410,
归属于母公司所有者的净利润(万元),770,4206,3443,2387,1016,4016,2987,2038,923,4695,3154,2023,911,4590,2859,1794,804,4541,4236,4410,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-109,-220,-104,-40,-13,-29,-7,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.04,0.2,0.16,0.11,0.07,0.29,0.21,0.15,0.17,0.94,0.65,0.46,0.22,1.09,0.68,0.43,0.19,1.08,1.01,1.19,
稀释每股收益,0.04,0.2,0.16,0.11,0.07,0.29,0.21,0.15,0.17,0.94,0.65,0.46,0.22,1.09,0.68,0.43,0.19,1.08,1.01,1.19,
